method,split,seed,mean_success_rate,mean_seam_failure_rate,mean_barrier_violation_rate,mean_basin_alignment,mean_descent_continuity,mean_damage_rate,mean_composition_cost,mean_energy_model_error,ci95_success_rate,ci95_seam_failure_rate,ci95_barrier_violation_rate,ci95_basin_alignment,ci95_descent_continuity,ci95_damage_rate,ci95_composition_cost,ci95_energy_model_error,groups
energy_compatibility_heuristic,new_skill_pair,5,0.657407,0.198976,0.204907,0.513091,0.499891,0.079970,0.326348,0.118319,0.017522,0.004620,0.004114,0.005417,0.005655,0.001819,0.003228,0.001666,48
energy_compatibility_heuristic,new_skill_pair,6,0.655093,0.200131,0.205384,0.513921,0.499521,0.080508,0.326316,0.118143,0.020301,0.004478,0.004345,0.005374,0.005197,0.001647,0.003239,0.001521,48
energy_compatibility_heuristic,shifted_objects,0,0.651042,0.201287,0.207773,0.510508,0.499650,0.080383,0.326985,0.119776,0.016820,0.004249,0.004343,0.005176,0.005015,0.001702,0.003182,0.001588,48
energy_compatibility_heuristic,shifted_objects,1,0.657118,0.202977,0.207091,0.511593,0.499355,0.080857,0.327979,0.118874,0.018959,0.004204,0.004428,0.005090,0.006202,0.001770,0.003080,0.001827,48
energy_compatibility_heuristic,shifted_objects,2,0.655961,0.203455,0.206792,0.511861,0.499925,0.080866,0.329102,0.118641,0.019185,0.004216,0.004232,0.005770,0.005876,0.001930,0.003096,0.001824,48
energy_compatibility_heuristic,shifted_objects,3,0.644676,0.202348,0.207671,0.512740,0.496283,0.081433,0.328152,0.118297,0.015880,0.003955,0.004408,0.004774,0.005337,0.001659,0.003301,0.001585,48
energy_compatibility_heuristic,shifted_objects,4,0.649016,0.202138,0.207639,0.512200,0.499533,0.080444,0.328654,0.118844,0.017790,0.004221,0.004571,0.004963,0.005103,0.001761,0.003199,0.001779,48
energy_compatibility_heuristic,shifted_objects,5,0.654225,0.201318,0.208593,0.513028,0.499264,0.080427,0.327949,0.118739,0.017351,0.004347,0.004461,0.005817,0.005160,0.001819,0.003372,0.001959,48
energy_compatibility_heuristic,shifted_objects,6,0.661169,0.201650,0.209635,0.511526,0.499508,0.080791,0.328495,0.118884,0.016447,0.004543,0.004304,0.005559,0.005442,0.001534,0.003097,0.001709,48
greedy_module_sequence,combined_stress,0,0.313947,0.412895,0.378252,0.221240,0.211073,0.139114,0.079781,0.187529,0.023206,0.007408,0.007230,0.005651,0.006357,0.003094,0.001477,0.002070,48
greedy_module_sequence,combined_stress,1,0.321181,0.414851,0.377235,0.219429,0.211705,0.139716,0.079645,0.188499,0.023105,0.007492,0.007351,0.005590,0.006407,0.003147,0.001370,0.002098,48
greedy_module_sequence,combined_stress,2,0.317419,0.413760,0.377333,0.222291,0.210280,0.139608,0.079491,0.187959,0.020521,0.007451,0.007587,0.005704,0.005996,0.002975,0.001438,0.001952,48
greedy_module_sequence,combined_stress,3,0.321181,0.413304,0.376443,0.222331,0.212184,0.139358,0.080312,0.188027,0.022295,0.007518,0.007623,0.005534,0.005586,0.003161,0.001306,0.002156,48
greedy_module_sequence,combined_stress,4,0.340856,0.414040,0.377287,0.222291,0.211352,0.139720,0.079713,0.187872,0.021778,0.007402,0.007037,0.006139,0.006526,0.003188,0.001150,0.002262,48
greedy_module_sequence,combined_stress,5,0.327546,0.414664,0.376322,0.219026,0.211013,0.138517,0.078303,0.188091,0.020868,0.007576,0.007425,0.006050,0.006497,0.002965,0.001342,0.002170,48
greedy_module_sequence,combined_stress,6,0.325810,0.412794,0.377223,0.222656,0.210475,0.139165,0.080262,0.188330,0.016924,0.007466,0.007338,0.005564,0.006243,0.003178,0.001259,0.002077,48
greedy_module_sequence,in_distribution,0,0.469329,0.356168,0.322491,0.272430,0.260081,0.127177,0.075622,0.172719,0.022093,0.007538,0.007073,0.006139,0.005962,0.002853,0.001408,0.001890,48
greedy_module_sequence,in_distribution,1,0.451678,0.357731,0.323774,0.273344,0.259648,0.127205,0.074893,0.171861,0.023182,0.007411,0.007286,0.006216,0.006958,0.003156,0.001264,0.002041,48
greedy_module_sequence,in_distribution,2,0.457465,0.356386,0.324398,0.273176,0.261896,0.126945,0.076009,0.173268,0.020254,0.007348,0.007322,0.005874,0.006209,0.002943,0.001201,0.001884,48
greedy_module_sequence,in_distribution,3,0.467593,0.356391,0.323921,0.274622,0.261537,0.126576,0.074418,0.173030,0.023482,0.007574,0.007476,0.005674,0.005475,0.003086,0.001285,0.002091,48
greedy_module_sequence,in_distribution,4,0.472801,0.357102,0.322695,0.276664,0.261532,0.127388,0.075430,0.172682,0.023082,0.007557,0.007179,0.005730,0.006748,0.003115,0.001379,0.001994,48
greedy_module_sequence,in_distribution,5,0.458912,0.358142,0.324356,0.273046,0.260676,0.126882,0.075270,0.172973,0.022271,0.007514,0.007272,0.005104,0.006556,0.002992,0.001429,0.001821,48
greedy_module_sequence,in_distribution,6,0.458623,0.356040,0.324605,0.273907,0.261205,0.126772,0.076280,0.173595,0.026655,0.007381,0.007272,0.005038,0.006537,0.003172,0.001167,0.002019,48
greedy_module_sequence,long_horizon_chain,0,0.369213,0.380646,0.348066,0.249570,0.241753,0.132504,0.076635,0.179086,0.026486,0.007540,0.007240,0.005949,0.006605,0.003201,0.001403,0.001806,48
greedy_module_sequence,long_horizon_chain,1,0.364873,0.380662,0.346644,0.251041,0.236326,0.131418,0.077474,0.179609,0.016704,0.007621,0.006930,0.006344,0.006807,0.003107,0.001215,0.002011,48
greedy_module_sequence,long_horizon_chain,2,0.370949,0.381511,0.346318,0.251414,0.239744,0.132571,0.077846,0.179732,0.025784,0.007590,0.007366,0.005835,0.006586,0.003117,0.001509,0.002064,48
greedy_module_sequence,long_horizon_chain,3,0.373264,0.381025,0.346171,0.255040,0.237871,0.133170,0.077040,0.178301,0.023162,0.007169,0.007333,0.006117,0.006680,0.002889,0.001118,0.002066,48
greedy_module_sequence,long_horizon_chain,4,0.366319,0.380951,0.345510,0.251037,0.243959,0.132729,0.077573,0.178500,0.023500,0.007165,0.006856,0.004456,0.006534,0.003171,0.001365,0.001938,48
greedy_module_sequence,long_horizon_chain,5,0.366609,0.380305,0.347025,0.250474,0.241003,0.132151,0.076705,0.180094,0.021054,0.007507,0.007608,0.005762,0.006334,0.003307,0.001467,0.001906,48
greedy_module_sequence,long_horizon_chain,6,0.363137,0.379996,0.346263,0.252912,0.238281,0.132075,0.077233,0.178307,0.024678,0.007235,0.006967,0.005558,0.006852,0.003040,0.001236,0.001919,48
greedy_module_sequence,new_skill_pair,0,0.407118,0.385860,0.347842,0.246881,0.237178,0.133530,0.076982,0.181596,0.023633,0.007643,0.007115,0.006165,0.006599,0.003098,0.001222,0.002312,48
greedy_module_sequence,new_skill_pair,1,0.394387,0.384677,0.351349,0.248755,0.236902,0.132646,0.077069,0.181175,0.021639,0.007536,0.006960,0.005877,0.005967,0.002971,0.001361,0.001834,48
greedy_module_sequence,new_skill_pair,2,0.412037,0.385069,0.349710,0.247162,0.232254,0.133177,0.077730,0.180739,0.027645,0.007542,0.007588,0.005858,0.006047,0.003150,0.001160,0.002358,48
greedy_module_sequence,new_skill_pair,3,0.404803,0.384572,0.349691,0.245978,0.236453,0.133400,0.076337,0.179467,0.024664,0.007647,0.007203,0.006108,0.006305,0.002882,0.001315,0.002173,48
greedy_module_sequence,new_skill_pair,4,0.404803,0.386545,0.349484,0.246619,0.237273,0.132923,0.077698,0.180968,0.020117,0.007959,0.007296,0.005025,0.006065,0.003198,0.001230,0.001888,48
greedy_module_sequence,new_skill_pair,5,0.417245,0.385621,0.351181,0.246815,0.237448,0.133309,0.077881,0.181022,0.021959,0.007804,0.007313,0.006294,0.006882,0.003252,0.001420,0.002498,48
greedy_module_sequence,new_skill_pair,6,0.403646,0.385460,0.351227,0.247481,0.237378,0.133581,0.077871,0.180930,0.026629,0.007622,0.007602,0.005571,0.006060,0.003131,0.001471,0.002028,48
greedy_module_sequence,shifted_objects,0,0.394387,0.390044,0.354040,0.241952,0.231871,0.133691,0.078456,0.183091,0.023007,0.007195,0.007009,0.006156,0.006419,0.003082,0.001421,0.001982,48
greedy_module_sequence,shifted_objects,1,0.392072,0.387828,0.353291,0.241541,0.233583,0.133427,0.077575,0.181856,0.023551,0.007766,0.007077,0.006075,0.006012,0.002898,0.001217,0.001841,48
greedy_module_sequence,shifted_objects,2,0.385706,0.390013,0.352751,0.243789,0.233596,0.134018,0.077736,0.181583,0.026205,0.007586,0.006851,0.005801,0.006401,0.003135,0.001052,0.001907,48
greedy_module_sequence,shifted_objects,3,0.396991,0.387710,0.353339,0.244292,0.234345,0.133362,0.077910,0.181775,0.020868,0.007454,0.006751,0.004997,0.006365,0.003102,0.001324,0.002002,48
greedy_module_sequence,shifted_objects,4,0.405961,0.389677,0.353587,0.241676,0.230210,0.133399,0.078097,0.181156,0.024654,0.007487,0.007356,0.006132,0.006597,0.002722,0.001435,0.002055,48
greedy_module_sequence,shifted_objects,5,0.394676,0.389735,0.355272,0.245607,0.233476,0.134908,0.078572,0.181758,0.026868,0.007681,0.007280,0.006605,0.006694,0.003175,0.001124,0.002122,48
greedy_module_sequence,shifted_objects,6,0.389468,0.388677,0.352614,0.242544,0.233529,0.133612,0.077138,0.180999,0.024003,0.007893,0.007227,0.005524,0.006443,0.002846,0.001306,0.001988,48
option_graph_planner,combined_stress,0,0.465278,0.304011,0.289701,0.360391,0.342002,0.107745,0.175422,0.152742,0.018447,0.005808,0.005792,0.007287,0.006467,0.002417,0.001677,0.002073,48
option_graph_planner,combined_stress,1,0.462963,0.305093,0.291116,0.359200,0.340626,0.106862,0.175220,0.155280,0.019203,0.005660,0.006123,0.006805,0.007171,0.002237,0.001972,0.001963,48
option_graph_planner,combined_stress,2,0.460359,0.305315,0.289292,0.361076,0.341168,0.107502,0.175469,0.153709,0.019436,0.005566,0.005100,0.006477,0.006302,0.002280,0.002193,0.002028,48
option_graph_planner,combined_stress,3,0.463542,0.303810,0.288987,0.360424,0.342047,0.106684,0.174360,0.153902,0.024202,0.005705,0.005786,0.006943,0.006566,0.002336,0.002010,0.002147,48
option_graph_planner,combined_stress,4,0.471933,0.304563,0.289024,0.359641,0.341233,0.106319,0.175539,0.154250,0.020672,0.005705,0.005132,0.007202,0.006362,0.002358,0.002344,0.001987,48
option_graph_planner,combined_stress,5,0.465856,0.304671,0.288544,0.359112,0.340932,0.107585,0.174828,0.153602,0.021581,0.005993,0.005106,0.006216,0.006474,0.002289,0.002385,0.002090,48
option_graph_planner,combined_stress,6,0.473669,0.305253,0.290163,0.362185,0.340105,0.107763,0.176237,0.153728,0.017275,0.005869,0.005722,0.006568,0.006257,0.002382,0.001901,0.001593,48
option_graph_planner,in_distribution,0,0.580729,0.260938,0.249984,0.401786,0.383656,0.096652,0.163787,0.144046,0.018063,0.005738,0.005157,0.006317,0.005822,0.002398,0.002110,0.002169,48
option_graph_planner,in_distribution,1,0.565972,0.261684,0.249791,0.406378,0.383901,0.096778,0.164219,0.141266,0.023075,0.005959,0.005858,0.006817,0.006690,0.002248,0.002230,0.002179,48
option_graph_planner,in_distribution,2,0.574074,0.261296,0.249431,0.406113,0.384305,0.097084,0.164523,0.141689,0.025287,0.005829,0.005825,0.006288,0.006370,0.002163,0.001985,0.002092,48
option_graph_planner,in_distribution,3,0.588831,0.261572,0.250114,0.403494,0.383809,0.096257,0.163349,0.143482,0.022370,0.005827,0.005518,0.006723,0.006788,0.002101,0.002028,0.001895,48
option_graph_planner,in_distribution,4,0.567998,0.260408,0.250475,0.401535,0.382621,0.096716,0.162860,0.143308,0.020006,0.005979,0.005848,0.006828,0.006598,0.002325,0.001973,0.001762,48
option_graph_planner,in_distribution,5,0.569734,0.262092,0.248728,0.403696,0.382630,0.096037,0.164426,0.142719,0.018739,0.005868,0.005576,0.006334,0.006682,0.002169,0.002101,0.001983,48
option_graph_planner,in_distribution,6,0.560475,0.261938,0.249699,0.405304,0.385406,0.097263,0.163879,0.141294,0.018563,0.005412,0.005579,0.006887,0.006829,0.002380,0.002232,0.001832,48
option_graph_planner,long_horizon_chain,0,0.518229,0.278529,0.265535,0.383049,0.367414,0.101051,0.168017,0.147639,0.020810,0.005523,0.005647,0.006728,0.006436,0.002258,0.002152,0.002029,48
option_graph_planner,long_horizon_chain,1,0.508102,0.280217,0.266584,0.381702,0.367665,0.101230,0.168482,0.147887,0.018175,0.005712,0.005223,0.006425,0.006440,0.002137,0.002036,0.001920,48
option_graph_planner,long_horizon_chain,2,0.506076,0.280978,0.265844,0.384740,0.364395,0.101572,0.168809,0.146980,0.019024,0.005948,0.005668,0.007407,0.007053,0.002331,0.002355,0.002273,48
option_graph_planner,long_horizon_chain,3,0.525174,0.279815,0.266224,0.384542,0.365976,0.101777,0.169847,0.148255,0.017807,0.005678,0.005743,0.006230,0.006276,0.002436,0.002209,0.002170,48
option_graph_planner,long_horizon_chain,4,0.515914,0.279439,0.265977,0.384276,0.363233,0.100430,0.168514,0.148138,0.020949,0.005963,0.005471,0.006215,0.006442,0.002424,0.002147,0.001848,48
option_graph_planner,long_horizon_chain,5,0.504051,0.279741,0.267531,0.386568,0.364621,0.100782,0.168774,0.145962,0.017886,0.005991,0.005264,0.006378,0.006980,0.002240,0.001987,0.001748,48
option_graph_planner,long_horizon_chain,6,0.503472,0.278933,0.267020,0.384766,0.366358,0.101210,0.167926,0.146713,0.020799,0.005899,0.005407,0.006955,0.007372,0.002380,0.001908,0.002036,48
option_graph_planner,new_skill_pair,0,0.525174,0.282482,0.269709,0.379802,0.362529,0.101670,0.169734,0.148612,0.019749,0.005818,0.005293,0.006638,0.007257,0.002258,0.001934,0.001997,48
option_graph_planner,new_skill_pair,1,0.527778,0.282115,0.270258,0.382170,0.362372,0.101258,0.170411,0.148309,0.022138,0.005755,0.005584,0.006441,0.006480,0.002317,0.001773,0.001834,48
option_graph_planner,new_skill_pair,2,0.528356,0.282992,0.268117,0.383634,0.361420,0.101908,0.169225,0.147870,0.020279,0.005693,0.005630,0.006311,0.006277,0.002484,0.002153,0.001915,48
option_graph_planner,new_skill_pair,3,0.540799,0.281238,0.268954,0.382896,0.360892,0.101587,0.169512,0.148006,0.021694,0.005705,0.005516,0.006417,0.006407,0.002408,0.002103,0.002035,48
option_graph_planner,new_skill_pair,4,0.534433,0.281371,0.270222,0.382759,0.362341,0.101297,0.168612,0.148766,0.020870,0.005995,0.005666,0.006759,0.006699,0.002263,0.002102,0.002075,48
option_graph_planner,new_skill_pair,5,0.532407,0.282633,0.269235,0.379859,0.365367,0.102793,0.169544,0.148785,0.021048,0.005475,0.005709,0.006678,0.005800,0.002322,0.002049,0.002188,48
option_graph_planner,new_skill_pair,6,0.519387,0.282350,0.268412,0.383820,0.361716,0.101770,0.170159,0.147777,0.021955,0.005694,0.005248,0.006662,0.006305,0.002231,0.001793,0.001721,48
option_graph_planner,shifted_objects,0,0.511863,0.285243,0.271401,0.377032,0.359507,0.102390,0.169752,0.149215,0.021749,0.006159,0.005390,0.007205,0.006449,0.002315,0.002069,0.001889,48
option_graph_planner,shifted_objects,1,0.510995,0.285016,0.272276,0.378963,0.361422,0.102304,0.170011,0.149702,0.020488,0.005555,0.005432,0.005750,0.007114,0.002408,0.001762,0.001726,48
option_graph_planner,shifted_objects,2,0.532697,0.286940,0.271564,0.377792,0.361253,0.102619,0.170701,0.149020,0.022702,0.005625,0.005278,0.006928,0.006481,0.002353,0.002060,0.002126,48
option_graph_planner,shifted_objects,3,0.526331,0.285729,0.271209,0.378918,0.360719,0.102051,0.170332,0.149404,0.026003,0.005929,0.005453,0.006848,0.006430,0.002326,0.002032,0.001934,48
option_graph_planner,shifted_objects,4,0.516493,0.286409,0.272401,0.380300,0.360244,0.102965,0.170672,0.148425,0.024593,0.005452,0.005660,0.006836,0.006725,0.002189,0.002179,0.002142,48
option_graph_planner,shifted_objects,5,0.521701,0.284982,0.271308,0.375785,0.358010,0.102867,0.170426,0.150285,0.021010,0.005721,0.005577,0.007239,0.006458,0.002242,0.002095,0.002015,48
option_graph_planner,shifted_objects,6,0.514178,0.286051,0.272300,0.382265,0.358586,0.102441,0.169638,0.148684,0.017146,0.005799,0.005650,0.006199,0.005841,0.002192,0.002210,0.001772,48
oracle_basin_composer,combined_stress,0,0.804109,0.068055,0.062865,0.834755,0.829304,0.038175,0.202726,0.045543,0.014068,0.001919,0.001617,0.003166,0.002991,0.000800,0.001660,0.001174,48
oracle_basin_composer,combined_stress,1,0.819155,0.068286,0.062396,0.835847,0.826043,0.038468,0.203492,0.046335,0.010427,0.001897,0.001708,0.002923,0.003600,0.000878,0.001665,0.001365,48
oracle_basin_composer,combined_stress,2,0.814815,0.067762,0.062893,0.834560,0.828738,0.038915,0.202783,0.045989,0.016538,0.001896,0.001697,0.003630,0.004266,0.001082,0.001509,0.001387,48
oracle_basin_composer,combined_stress,3,0.822627,0.066549,0.062472,0.836080,0.827711,0.038828,0.202133,0.045461,0.012218,0.002097,0.001914,0.002904,0.003808,0.000993,0.001914,0.001080,48
oracle_basin_composer,combined_stress,4,0.828125,0.068577,0.061451,0.836218,0.827453,0.039103,0.202732,0.045875,0.016081,0.001658,0.001408,0.004315,0.002944,0.000878,0.001873,0.001387,48
oracle_basin_composer,combined_stress,5,0.826100,0.068380,0.060895,0.835210,0.825937,0.038212,0.201872,0.046346,0.012345,0.001494,0.001791,0.003548,0.002849,0.001254,0.001461,0.001292,48
oracle_basin_composer,combined_stress,6,0.813368,0.067844,0.062594,0.836139,0.825834,0.038390,0.202377,0.045417,0.014520,0.001926,0.001897,0.003420,0.003674,0.001030,0.001415,0.001204,48
oracle_basin_composer,in_distribution,0,0.842303,0.059600,0.053930,0.847572,0.835548,0.033629,0.193633,0.043066,0.014374,0.002023,0.001806,0.003565,0.003589,0.001258,0.001742,0.001295,48
oracle_basin_composer,in_distribution,1,0.847801,0.059675,0.054698,0.847967,0.838450,0.033736,0.196135,0.042743,0.013093,0.001772,0.002116,0.003330,0.003354,0.001156,0.001825,0.001090,48
oracle_basin_composer,in_distribution,2,0.842882,0.059334,0.054284,0.849632,0.838048,0.034617,0.194433,0.041840,0.012403,0.001906,0.001872,0.003718,0.003251,0.001205,0.001621,0.001357,48
oracle_basin_composer,in_distribution,3,0.851273,0.059040,0.053167,0.841880,0.839067,0.034558,0.194723,0.043928,0.011966,0.001712,0.001830,0.003277,0.003275,0.000916,0.001755,0.001194,48
oracle_basin_composer,in_distribution,4,0.844907,0.060885,0.053413,0.845921,0.836310,0.034151,0.194641,0.042492,0.011949,0.001809,0.001579,0.003326,0.003195,0.001030,0.001545,0.001107,48
oracle_basin_composer,in_distribution,5,0.848958,0.059518,0.053629,0.845431,0.839595,0.034746,0.195331,0.043697,0.012468,0.001869,0.001796,0.003703,0.003525,0.001203,0.001612,0.001217,48
oracle_basin_composer,in_distribution,6,0.848669,0.058475,0.053556,0.846703,0.838087,0.034167,0.194347,0.042090,0.012873,0.001748,0.001687,0.003497,0.002516,0.001011,0.001628,0.001291,48
oracle_basin_composer,long_horizon_chain,0,0.820312,0.063445,0.057679,0.843972,0.833290,0.037027,0.197012,0.042822,0.013155,0.002082,0.001902,0.002829,0.002881,0.001080,0.001567,0.001478,48
oracle_basin_composer,long_horizon_chain,1,0.831597,0.062939,0.056387,0.843095,0.835686,0.035891,0.197850,0.043716,0.012547,0.001976,0.002092,0.003969,0.003780,0.001075,0.001707,0.001442,48
oracle_basin_composer,long_horizon_chain,2,0.834201,0.064531,0.057767,0.843511,0.833423,0.035967,0.198114,0.043171,0.012697,0.001829,0.001905,0.003444,0.003195,0.001196,0.001607,0.001080,48
oracle_basin_composer,long_horizon_chain,3,0.826389,0.062307,0.056522,0.844265,0.834276,0.036163,0.198203,0.044410,0.013069,0.001920,0.001931,0.003584,0.003112,0.001033,0.001508,0.001322,48
oracle_basin_composer,long_horizon_chain,4,0.828125,0.063665,0.057881,0.842662,0.835412,0.035897,0.198979,0.044328,0.012573,0.001944,0.001238,0.003292,0.002774,0.000981,0.001646,0.001204,48
oracle_basin_composer,long_horizon_chain,5,0.834780,0.062787,0.056413,0.843401,0.832615,0.036797,0.197021,0.043566,0.013447,0.002015,0.001604,0.003128,0.003435,0.001050,0.001823,0.001596,48
oracle_basin_composer,long_horizon_chain,6,0.832465,0.063069,0.057067,0.841434,0.835485,0.036357,0.197044,0.043430,0.014072,0.001745,0.001660,0.003422,0.003312,0.001035,0.001637,0.001485,48
oracle_basin_composer,new_skill_pair,0,0.824363,0.062799,0.056988,0.842286,0.831739,0.035859,0.198683,0.044644,0.014097,0.002049,0.002032,0.003867,0.002969,0.001278,0.001579,0.001170,48
oracle_basin_composer,new_skill_pair,1,0.831887,0.062819,0.057192,0.839828,0.833194,0.036581,0.197839,0.045561,0.015929,0.002039,0.001376,0.003477,0.002847,0.001063,0.001300,0.001380,48
oracle_basin_composer,new_skill_pair,2,0.837963,0.061663,0.058783,0.842282,0.834738,0.036551,0.198810,0.044008,0.013474,0.001681,0.001819,0.003696,0.003128,0.001148,0.001684,0.001212,48
oracle_basin_composer,new_skill_pair,3,0.833333,0.064017,0.057895,0.840687,0.833302,0.036746,0.199673,0.044926,0.012635,0.001947,0.001690,0.003806,0.003351,0.001147,0.001485,0.001550,48
oracle_basin_composer,new_skill_pair,4,0.837095,0.063023,0.059047,0.842437,0.831781,0.036145,0.199111,0.044533,0.013605,0.001889,0.001913,0.003340,0.003253,0.001086,0.001370,0.001476,48
oracle_basin_composer,new_skill_pair,5,0.831887,0.063649,0.057608,0.842203,0.833009,0.036402,0.199024,0.044658,0.010882,0.001787,0.001856,0.003087,0.003537,0.001039,0.001773,0.000952,48
oracle_basin_composer,new_skill_pair,6,0.842593,0.063541,0.058244,0.844022,0.834293,0.037062,0.198721,0.043867,0.012901,0.001563,0.001536,0.003086,0.003560,0.000993,0.001291,0.001387,48
oracle_basin_composer,shifted_objects,0,0.824942,0.063492,0.058664,0.837303,0.831419,0.037262,0.199753,0.045358,0.015919,0.001820,0.002145,0.003109,0.003698,0.001009,0.001684,0.001442,48
oracle_basin_composer,shifted_objects,1,0.847222,0.064650,0.057699,0.840606,0.832711,0.036486,0.198919,0.045424,0.014317,0.002119,0.001519,0.003316,0.003196,0.001075,0.001682,0.001261,48
oracle_basin_composer,shifted_objects,2,0.833623,0.064408,0.058461,0.839952,0.833810,0.036538,0.199521,0.044932,0.011953,0.001742,0.002109,0.003702,0.003228,0.001080,0.001582,0.001104,48
oracle_basin_composer,shifted_objects,3,0.835069,0.063775,0.058327,0.841051,0.831495,0.037197,0.199158,0.044825,0.012959,0.002106,0.001786,0.003566,0.003455,0.001027,0.001523,0.001243,48
oracle_basin_composer,shifted_objects,4,0.829861,0.063671,0.057446,0.842248,0.834809,0.036593,0.199306,0.043664,0.013838,0.001691,0.001444,0.003675,0.003578,0.001173,0.001768,0.001409,48
oracle_basin_composer,shifted_objects,5,0.831308,0.064321,0.057619,0.840915,0.830355,0.036352,0.199580,0.044389,0.013144,0.001659,0.001705,0.003571,0.003956,0.001311,0.001575,0.001275,48
oracle_basin_composer,shifted_objects,6,0.830440,0.065379,0.059515,0.839867,0.835076,0.036877,0.199689,0.044800,0.013873,0.001847,0.002000,0.003336,0.002706,0.001161,0.001384,0.001472,48
proposed_energy_landscape_composer,combined_stress,0,0.725984,0.128766,0.120684,0.706237,0.693976,0.060608,0.245421,0.075477,0.015093,0.003106,0.003013,0.004810,0.003873,0.001447,0.002050,0.001302,48
proposed_energy_landscape_composer,combined_stress,1,0.721644,0.128706,0.121329,0.702153,0.690946,0.060230,0.245812,0.075151,0.021581,0.003069,0.002730,0.004130,0.003983,0.001455,0.002242,0.001565,48
proposed_energy_landscape_composer,combined_stress,2,0.731771,0.128542,0.121783,0.703043,0.690278,0.060514,0.245332,0.075131,0.017462,0.002915,0.002592,0.004049,0.004252,0.001327,0.002015,0.001296,48
proposed_energy_landscape_composer,combined_stress,3,0.723958,0.128924,0.121139,0.703701,0.690288,0.060779,0.245402,0.074566,0.017658,0.002479,0.002987,0.005474,0.004049,0.001666,0.001988,0.001517,48
proposed_energy_landscape_composer,combined_stress,4,0.726852,0.129804,0.120483,0.701068,0.691040,0.061130,0.246176,0.075830,0.018507,0.002917,0.002975,0.004343,0.004486,0.001413,0.002069,0.001514,48
proposed_energy_landscape_composer,combined_stress,5,0.728877,0.129340,0.121991,0.702360,0.690963,0.060668,0.245129,0.076610,0.019129,0.003251,0.002803,0.004985,0.005185,0.001410,0.002149,0.001577,48
proposed_energy_landscape_composer,combined_stress,6,0.713252,0.128815,0.121378,0.704099,0.690998,0.061049,0.244557,0.075590,0.016680,0.003267,0.002442,0.003617,0.004583,0.001379,0.002239,0.001329,48
proposed_energy_landscape_composer,in_distribution,0,0.756366,0.111014,0.104014,0.722819,0.711592,0.053485,0.232754,0.070360,0.015505,0.003072,0.002898,0.004722,0.004923,0.001673,0.002191,0.001257,48
proposed_energy_landscape_composer,in_distribution,1,0.767650,0.110396,0.103382,0.722036,0.713643,0.054146,0.233553,0.070214,0.018264,0.002800,0.002933,0.004183,0.004925,0.001553,0.002042,0.001538,48
proposed_energy_landscape_composer,in_distribution,2,0.765625,0.110765,0.103525,0.723222,0.713514,0.053063,0.231947,0.070297,0.018081,0.003165,0.002793,0.004565,0.003629,0.001447,0.002162,0.001448,48
proposed_energy_landscape_composer,in_distribution,3,0.772280,0.110754,0.104563,0.724033,0.714473,0.053270,0.232702,0.069315,0.015774,0.002999,0.002756,0.004401,0.004170,0.001359,0.002247,0.001426,48
proposed_energy_landscape_composer,in_distribution,4,0.767072,0.111409,0.104269,0.723961,0.712296,0.054097,0.233234,0.070708,0.016012,0.003126,0.002534,0.004392,0.005006,0.001374,0.002094,0.001435,48
proposed_energy_landscape_composer,in_distribution,5,0.753762,0.110727,0.104223,0.725170,0.711812,0.053788,0.233937,0.069719,0.018443,0.003103,0.003263,0.004298,0.004182,0.001658,0.002138,0.001459,48
proposed_energy_landscape_composer,in_distribution,6,0.771701,0.110976,0.103433,0.723670,0.712367,0.054036,0.234048,0.070019,0.014921,0.003111,0.002806,0.004075,0.004687,0.001512,0.001898,0.001794,48
proposed_energy_landscape_composer,long_horizon_chain,0,0.730613,0.119076,0.112317,0.715724,0.702675,0.056921,0.238530,0.073183,0.018174,0.003100,0.003008,0.004809,0.003637,0.001397,0.002185,0.001916,48
proposed_energy_landscape_composer,long_horizon_chain,1,0.726562,0.118372,0.110796,0.715223,0.704261,0.056386,0.237426,0.072594,0.016395,0.002840,0.002679,0.004101,0.004237,0.001485,0.002272,0.001650,48
proposed_energy_landscape_composer,long_horizon_chain,2,0.721933,0.118412,0.109519,0.713401,0.703586,0.056779,0.237758,0.071909,0.015432,0.003376,0.003127,0.004822,0.003774,0.001397,0.002190,0.001407,48
proposed_energy_landscape_composer,long_horizon_chain,3,0.735532,0.118154,0.110729,0.715517,0.707596,0.056357,0.237333,0.072975,0.016006,0.002446,0.003061,0.004045,0.003784,0.001422,0.001760,0.001293,48
proposed_energy_landscape_composer,long_horizon_chain,4,0.734375,0.119167,0.111173,0.714798,0.705858,0.056883,0.237738,0.072118,0.018724,0.003007,0.003112,0.004361,0.004100,0.001409,0.002229,0.001465,48
proposed_energy_landscape_composer,long_horizon_chain,5,0.736979,0.119044,0.110227,0.716141,0.705094,0.056299,0.238095,0.071794,0.015237,0.002960,0.002783,0.004252,0.005100,0.001477,0.002435,0.001396,48
proposed_energy_landscape_composer,long_horizon_chain,6,0.733218,0.119860,0.111489,0.715618,0.702627,0.056576,0.239523,0.071778,0.017440,0.002859,0.003341,0.004613,0.004408,0.001700,0.002153,0.001604,48
proposed_energy_landscape_composer,new_skill_pair,0,0.744792,0.118805,0.112011,0.715461,0.701556,0.056665,0.239322,0.072474,0.016975,0.003264,0.002935,0.004393,0.004336,0.001449,0.002262,0.001592,48
