method,task,regime,split,seed,episodes,success_rate,seam_failure_rate,barrier_violation_rate,basin_alignment,descent_continuity,damage_rate,composition_cost,energy_model_error
energy_compatibility_heuristic,mobile_push_then_grasp,combined_seam_stress,shifted_objects,5,72,0.583333,0.229034,0.231046,0.469975,0.465619,0.089686,0.350599,0.127193
energy_compatibility_heuristic,mobile_push_then_grasp,combined_seam_stress,shifted_objects,6,72,0.597222,0.231365,0.241038,0.470954,0.461536,0.088478,0.351898,0.125857
energy_compatibility_heuristic,mobile_push_then_grasp,combined_seam_stress,long_horizon_chain,0,72,0.597222,0.218854,0.227522,0.491678,0.476362,0.089580,0.341839,0.122760
energy_compatibility_heuristic,mobile_push_then_grasp,combined_seam_stress,long_horizon_chain,1,72,0.597222,0.229889,0.227539,0.485589,0.489153,0.084700,0.343104,0.131239
energy_compatibility_heuristic,mobile_push_then_grasp,combined_seam_stress,long_horizon_chain,2,72,0.638889,0.222915,0.228227,0.484125,0.470113,0.093824,0.343546,0.133089
energy_compatibility_heuristic,mobile_push_then_grasp,combined_seam_stress,long_horizon_chain,3,72,0.652778,0.213142,0.224017,0.480740,0.478781,0.090082,0.345002,0.124115
energy_compatibility_heuristic,mobile_push_then_grasp,combined_seam_stress,long_horizon_chain,4,72,0.638889,0.228972,0.230704,0.507181,0.482272,0.086092,0.345197,0.121799
energy_compatibility_heuristic,mobile_push_then_grasp,combined_seam_stress,long_horizon_chain,5,72,0.666667,0.223301,0.224977,0.494537,0.470144,0.093507,0.348147,0.121239
energy_compatibility_heuristic,mobile_push_then_grasp,combined_seam_stress,long_horizon_chain,6,72,0.555556,0.222903,0.227150,0.482763,0.483634,0.084983,0.350604,0.127024
energy_compatibility_heuristic,mobile_push_then_grasp,combined_seam_stress,combined_stress,0,72,0.500000,0.240132,0.248403,0.473929,0.449088,0.095878,0.360453,0.138303
energy_compatibility_heuristic,mobile_push_then_grasp,combined_seam_stress,combined_stress,1,72,0.486111,0.242399,0.251717,0.460680,0.437969,0.097867,0.349423,0.134254
energy_compatibility_heuristic,mobile_push_then_grasp,combined_seam_stress,combined_stress,2,72,0.513889,0.250032,0.238022,0.471795,0.454671,0.093807,0.350455,0.131203
energy_compatibility_heuristic,mobile_push_then_grasp,combined_seam_stress,combined_stress,3,72,0.597222,0.246124,0.240901,0.441636,0.443348,0.093214,0.352332,0.138221
energy_compatibility_heuristic,mobile_push_then_grasp,combined_seam_stress,combined_stress,4,72,0.569444,0.239129,0.248807,0.469935,0.447961,0.085603,0.350470,0.131210
energy_compatibility_heuristic,mobile_push_then_grasp,combined_seam_stress,combined_stress,5,72,0.652778,0.243353,0.247602,0.466633,0.454523,0.094821,0.355605,0.127610
energy_compatibility_heuristic,mobile_push_then_grasp,combined_seam_stress,combined_stress,6,72,0.513889,0.240329,0.248394,0.480178,0.428034,0.091348,0.351640,0.130794
energy_compatibility_heuristic,tool_use_handover,nominal,in_distribution,0,72,0.736111,0.159932,0.162705,0.568192,0.541671,0.058464,0.299518,0.099988
energy_compatibility_heuristic,tool_use_handover,nominal,in_distribution,1,72,0.750000,0.156733,0.161058,0.563486,0.543698,0.065778,0.295801,0.108531
energy_compatibility_heuristic,tool_use_handover,nominal,in_distribution,2,72,0.722222,0.154861,0.159552,0.551932,0.549818,0.061558,0.295669,0.105878
energy_compatibility_heuristic,tool_use_handover,nominal,in_distribution,3,72,0.763889,0.155720,0.164580,0.562783,0.562539,0.060256,0.296448,0.103934
energy_compatibility_heuristic,tool_use_handover,nominal,in_distribution,4,72,0.763889,0.153571,0.161709,0.554031,0.545249,0.066408,0.300223,0.104408
energy_compatibility_heuristic,tool_use_handover,nominal,in_distribution,5,72,0.708333,0.150069,0.160019,0.556308,0.554486,0.060332,0.300426,0.106920
energy_compatibility_heuristic,tool_use_handover,nominal,in_distribution,6,72,0.708333,0.157006,0.166424,0.553592,0.572335,0.064572,0.297114,0.102639
energy_compatibility_heuristic,tool_use_handover,nominal,new_skill_pair,0,72,0.722222,0.162211,0.171433,0.546869,0.530596,0.072115,0.306630,0.109098
energy_compatibility_heuristic,tool_use_handover,nominal,new_skill_pair,1,72,0.750000,0.167444,0.183439,0.557990,0.537174,0.069602,0.300143,0.106927
energy_compatibility_heuristic,tool_use_handover,nominal,new_skill_pair,2,72,0.736111,0.177490,0.180219,0.549915,0.540446,0.070990,0.310347,0.106597
energy_compatibility_heuristic,tool_use_handover,nominal,new_skill_pair,3,72,0.722222,0.175651,0.179627,0.531548,0.552902,0.071573,0.306106,0.109612
energy_compatibility_heuristic,tool_use_handover,nominal,new_skill_pair,4,72,0.694444,0.174029,0.177632,0.554267,0.525776,0.066928,0.300506,0.108174
energy_compatibility_heuristic,tool_use_handover,nominal,new_skill_pair,5,72,0.666667,0.171731,0.177668,0.533749,0.544862,0.073952,0.297545,0.114765
energy_compatibility_heuristic,tool_use_handover,nominal,new_skill_pair,6,72,0.708333,0.172107,0.181206,0.550390,0.522388,0.067205,0.314784,0.110333
energy_compatibility_heuristic,tool_use_handover,nominal,shifted_objects,0,72,0.625000,0.170288,0.180189,0.534458,0.534700,0.065906,0.304720,0.119799
energy_compatibility_heuristic,tool_use_handover,nominal,shifted_objects,1,72,0.736111,0.174248,0.174819,0.535168,0.526750,0.069843,0.303455,0.115450
energy_compatibility_heuristic,tool_use_handover,nominal,shifted_objects,2,72,0.736111,0.177626,0.176700,0.559190,0.536054,0.070617,0.310364,0.105959
energy_compatibility_heuristic,tool_use_handover,nominal,shifted_objects,3,72,0.708333,0.176208,0.173740,0.549570,0.545747,0.074480,0.309589,0.112847
energy_compatibility_heuristic,tool_use_handover,nominal,shifted_objects,4,72,0.791667,0.178224,0.181805,0.522189,0.521022,0.072262,0.304593,0.110038
energy_compatibility_heuristic,tool_use_handover,nominal,shifted_objects,5,72,0.652778,0.177457,0.180435,0.544603,0.540443,0.070255,0.304971,0.108079
energy_compatibility_heuristic,tool_use_handover,nominal,shifted_objects,6,72,0.708333,0.175912,0.187322,0.548251,0.522334,0.075230,0.314330,0.109772
energy_compatibility_heuristic,tool_use_handover,nominal,long_horizon_chain,0,72,0.722222,0.171202,0.175845,0.553876,0.528998,0.068533,0.300185,0.108686
energy_compatibility_heuristic,tool_use_handover,nominal,long_horizon_chain,1,72,0.625000,0.166653,0.172627,0.537305,0.517847,0.063777,0.304242,0.112743
energy_compatibility_heuristic,tool_use_handover,nominal,long_horizon_chain,2,72,0.694444,0.167185,0.178029,0.554715,0.520525,0.074424,0.303979,0.104263
energy_compatibility_heuristic,tool_use_handover,nominal,long_horizon_chain,3,72,0.652778,0.165885,0.169546,0.545149,0.546383,0.071934,0.299761,0.111877
energy_compatibility_heuristic,tool_use_handover,nominal,long_horizon_chain,4,72,0.666667,0.171281,0.174188,0.541491,0.534912,0.069478,0.306528,0.109083
energy_compatibility_heuristic,tool_use_handover,nominal,long_horizon_chain,5,72,0.736111,0.169501,0.177976,0.546812,0.532244,0.065397,0.302810,0.108296
energy_compatibility_heuristic,tool_use_handover,nominal,long_horizon_chain,6,72,0.708333,0.156891,0.181361,0.531704,0.535310,0.067592,0.302573,0.116894
energy_compatibility_heuristic,tool_use_handover,nominal,combined_stress,0,72,0.708333,0.193788,0.188716,0.533014,0.509132,0.071540,0.318502,0.104050
energy_compatibility_heuristic,tool_use_handover,nominal,combined_stress,1,72,0.625000,0.188930,0.199259,0.532464,0.509485,0.077060,0.312436,0.108435
energy_compatibility_heuristic,tool_use_handover,nominal,combined_stress,2,72,0.722222,0.182885,0.193948,0.534796,0.528670,0.068474,0.319607,0.114690
energy_compatibility_heuristic,tool_use_handover,nominal,combined_stress,3,72,0.625000,0.191215,0.195300,0.535256,0.517008,0.072521,0.314912,0.109783
energy_compatibility_heuristic,tool_use_handover,nominal,combined_stress,4,72,0.638889,0.185580,0.189257,0.518706,0.510696,0.072555,0.319267,0.116297
energy_compatibility_heuristic,tool_use_handover,nominal,combined_stress,5,72,0.736111,0.174761,0.200361,0.518533,0.515562,0.067737,0.323581,0.116579
energy_compatibility_heuristic,tool_use_handover,nominal,combined_stress,6,72,0.680556,0.185084,0.190995,0.519028,0.529351,0.074218,0.320990,0.116418
energy_compatibility_heuristic,tool_use_handover,narrow_basin,in_distribution,0,72,0.694444,0.175176,0.184918,0.523420,0.517730,0.073834,0.309734,0.120064
energy_compatibility_heuristic,tool_use_handover,narrow_basin,in_distribution,1,72,0.597222,0.182450,0.190675,0.544224,0.516516,0.070178,0.315298,0.109391
energy_compatibility_heuristic,tool_use_handover,narrow_basin,in_distribution,2,72,0.736111,0.191496,0.176763,0.523876,0.513129,0.073848,0.316142,0.111684
energy_compatibility_heuristic,tool_use_handover,narrow_basin,in_distribution,3,72,0.666667,0.179971,0.189757,0.553942,0.526861,0.070002,0.316462,0.106405
energy_compatibility_heuristic,tool_use_handover,narrow_basin,in_distribution,4,72,0.694444,0.176311,0.177996,0.530689,0.531035,0.073586,0.309234,0.120284
energy_compatibility_heuristic,tool_use_handover,narrow_basin,in_distribution,5,72,0.736111,0.172486,0.181208,0.519783,0.519841,0.077989,0.310576,0.115074
energy_compatibility_heuristic,tool_use_handover,narrow_basin,in_distribution,6,72,0.583333,0.183804,0.184232,0.531390,0.527129,0.076178,0.307851,0.114082
energy_compatibility_heuristic,tool_use_handover,narrow_basin,new_skill_pair,0,72,0.638889,0.194109,0.201349,0.512060,0.510602,0.075672,0.334962,0.119816
energy_compatibility_heuristic,tool_use_handover,narrow_basin,new_skill_pair,1,72,0.652778,0.200283,0.191522,0.515980,0.493167,0.078788,0.320604,0.117712
energy_compatibility_heuristic,tool_use_handover,narrow_basin,new_skill_pair,2,72,0.625000,0.197199,0.204671,0.527911,0.501221,0.076433,0.322306,0.113063
energy_compatibility_heuristic,tool_use_handover,narrow_basin,new_skill_pair,3,72,0.597222,0.186183,0.192109,0.530665,0.496209,0.073842,0.326711,0.110985
energy_compatibility_heuristic,tool_use_handover,narrow_basin,new_skill_pair,4,72,0.638889,0.198272,0.199151,0.536783,0.506725,0.070555,0.320246,0.125195
energy_compatibility_heuristic,tool_use_handover,narrow_basin,new_skill_pair,5,72,0.708333,0.198221,0.199991,0.531250,0.499785,0.076568,0.321076,0.106880
energy_compatibility_heuristic,tool_use_handover,narrow_basin,new_skill_pair,6,72,0.694444,0.196744,0.205177,0.516018,0.503226,0.078124,0.322722,0.116751
energy_compatibility_heuristic,tool_use_handover,narrow_basin,shifted_objects,0,72,0.527778,0.197091,0.202247,0.511996,0.502115,0.076293,0.324786,0.115106
energy_compatibility_heuristic,tool_use_handover,narrow_basin,shifted_objects,1,72,0.666667,0.197078,0.197437,0.506492,0.514638,0.074179,0.323216,0.121202
energy_compatibility_heuristic,tool_use_handover,narrow_basin,shifted_objects,2,72,0.708333,0.190919,0.194578,0.513802,0.511647,0.076163,0.322205,0.112720
energy_compatibility_heuristic,tool_use_handover,narrow_basin,shifted_objects,3,72,0.597222,0.198526,0.205441,0.493068,0.512447,0.082180,0.327532,0.125465
energy_compatibility_heuristic,tool_use_handover,narrow_basin,shifted_objects,4,72,0.625000,0.187945,0.200165,0.513148,0.516726,0.077323,0.318150,0.124473
energy_compatibility_heuristic,tool_use_handover,narrow_basin,shifted_objects,5,72,0.652778,0.203930,0.199580,0.530629,0.515071,0.079682,0.321680,0.116478
energy_compatibility_heuristic,tool_use_handover,narrow_basin,shifted_objects,6,72,0.597222,0.192714,0.208895,0.537011,0.515251,0.080144,0.319033,0.115057
energy_compatibility_heuristic,tool_use_handover,narrow_basin,long_horizon_chain,0,72,0.680556,0.193256,0.201751,0.527874,0.511836,0.077603,0.318719,0.120839
energy_compatibility_heuristic,tool_use_handover,narrow_basin,long_horizon_chain,1,72,0.666667,0.187865,0.197422,0.506952,0.512452,0.077326,0.326359,0.116314
energy_compatibility_heuristic,tool_use_handover,narrow_basin,long_horizon_chain,2,72,0.694444,0.192597,0.200232,0.504292,0.519650,0.080495,0.318805,0.122439
energy_compatibility_heuristic,tool_use_handover,narrow_basin,long_horizon_chain,3,72,0.666667,0.190334,0.205642,0.523450,0.500073,0.075867,0.315077,0.117553
energy_compatibility_heuristic,tool_use_handover,narrow_basin,long_horizon_chain,4,72,0.652778,0.193867,0.199004,0.515797,0.509499,0.074306,0.318728,0.112810
energy_compatibility_heuristic,tool_use_handover,narrow_basin,long_horizon_chain,5,72,0.708333,0.193849,0.195502,0.526988,0.502289,0.074372,0.321352,0.108518
energy_compatibility_heuristic,tool_use_handover,narrow_basin,long_horizon_chain,6,72,0.625000,0.186472,0.193034,0.522841,0.516165,0.075216,0.322644,0.118247
energy_compatibility_heuristic,tool_use_handover,narrow_basin,combined_stress,0,72,0.569444,0.214129,0.217563,0.487565,0.495570,0.078077,0.329127,0.125800
energy_compatibility_heuristic,tool_use_handover,narrow_basin,combined_stress,1,72,0.680556,0.212694,0.227547,0.482579,0.487649,0.087627,0.327855,0.127734
energy_compatibility_heuristic,tool_use_handover,narrow_basin,combined_stress,2,72,0.541667,0.213709,0.215113,0.505599,0.517157,0.084552,0.331060,0.123818
energy_compatibility_heuristic,tool_use_handover,narrow_basin,combined_stress,3,72,0.736111,0.210881,0.218100,0.505672,0.484710,0.085286,0.335545,0.120320
energy_compatibility_heuristic,tool_use_handover,narrow_basin,combined_stress,4,72,0.569444,0.205143,0.223977,0.502807,0.492358,0.079108,0.333751,0.121876
energy_compatibility_heuristic,tool_use_handover,narrow_basin,combined_stress,5,72,0.680556,0.206189,0.214742,0.506371,0.484485,0.082050,0.327815,0.119352
energy_compatibility_heuristic,tool_use_handover,narrow_basin,combined_stress,6,72,0.611111,0.206630,0.206412,0.504458,0.482007,0.080919,0.338308,0.119057
energy_compatibility_heuristic,tool_use_handover,high_barrier,in_distribution,0,72,0.597222,0.177190,0.189920,0.527994,0.509188,0.079394,0.317721,0.111194
energy_compatibility_heuristic,tool_use_handover,high_barrier,in_distribution,1,72,0.652778,0.191349,0.191261,0.528512,0.528855,0.076027,0.316277,0.111338
energy_compatibility_heuristic,tool_use_handover,high_barrier,in_distribution,2,72,0.777778,0.182933,0.177499,0.533105,0.497146,0.075926,0.317088,0.116921
energy_compatibility_heuristic,tool_use_handover,high_barrier,in_distribution,3,72,0.708333,0.184321,0.189952,0.531292,0.518034,0.074115,0.314531,0.114693
energy_compatibility_heuristic,tool_use_handover,high_barrier,in_distribution,4,72,0.722222,0.182593,0.195039,0.521004,0.520535,0.070782,0.312419,0.115326
energy_compatibility_heuristic,tool_use_handover,high_barrier,in_distribution,5,72,0.541667,0.184871,0.188899,0.525511,0.511546,0.073226,0.325459,0.113745
energy_compatibility_heuristic,tool_use_handover,high_barrier,in_distribution,6,72,0.527778,0.176097,0.194103,0.538024,0.514278,0.072106,0.317970,0.107737
energy_compatibility_heuristic,tool_use_handover,high_barrier,new_skill_pair,0,72,0.638889,0.191985,0.199943,0.517982,0.500810,0.081555,0.324106,0.121155
energy_compatibility_heuristic,tool_use_handover,high_barrier,new_skill_pair,1,72,0.652778,0.200598,0.208153,0.516825,0.493644,0.082008,0.318563,0.123064
energy_compatibility_heuristic,tool_use_handover,high_barrier,new_skill_pair,2,72,0.750000,0.193243,0.203323,0.524798,0.504669,0.078952,0.320026,0.114515
energy_compatibility_heuristic,tool_use_handover,high_barrier,new_skill_pair,3,72,0.583333,0.194874,0.204441,0.520528,0.485352,0.079176,0.319374,0.119472
energy_compatibility_heuristic,tool_use_handover,high_barrier,new_skill_pair,4,72,0.694444,0.201460,0.216226,0.521947,0.504402,0.074997,0.327079,0.124072
energy_compatibility_heuristic,tool_use_handover,high_barrier,new_skill_pair,5,72,0.569444,0.200794,0.204266,0.527884,0.486905,0.079541,0.321599,0.117120
energy_compatibility_heuristic,tool_use_handover,high_barrier,new_skill_pair,6,72,0.736111,0.187673,0.206039,0.506940,0.500646,0.080114,0.320301,0.114498
energy_compatibility_heuristic,tool_use_handover,high_barrier,shifted_objects,0,72,0.694444,0.206319,0.209050,0.514052,0.494302,0.079097,0.324797,0.123934
energy_compatibility_heuristic,tool_use_handover,high_barrier,shifted_objects,1,72,0.708333,0.201979,0.206562,0.519786,0.488303,0.076433,0.330938,0.114841
energy_compatibility_heuristic,tool_use_handover,high_barrier,shifted_objects,2,72,0.722222,0.204784,0.206514,0.516681,0.507873,0.083383,0.327062,0.120188
energy_compatibility_heuristic,tool_use_handover,high_barrier,shifted_objects,3,72,0.652778,0.200431,0.211348,0.518297,0.504378,0.081375,0.324561,0.117779
energy_compatibility_heuristic,tool_use_handover,high_barrier,shifted_objects,4,72,0.611111,0.203828,0.207286,0.518213,0.489873,0.081128,0.325171,0.108944
energy_compatibility_heuristic,tool_use_handover,high_barrier,shifted_objects,5,72,0.694444,0.193042,0.202633,0.496037,0.508216,0.076841,0.329775,0.126880
energy_compatibility_heuristic,tool_use_handover,high_barrier,shifted_objects,6,72,0.569444,0.208769,0.210991,0.520521,0.507695,0.078863,0.329000,0.111937
energy_compatibility_heuristic,tool_use_handover,high_barrier,long_horizon_chain,0,72,0.583333,0.193111,0.198149,0.507041,0.489212,0.079960,0.320135,0.119870
energy_compatibility_heuristic,tool_use_handover,high_barrier,long_horizon_chain,1,72,0.583333,0.196942,0.205259,0.517035,0.512307,0.074665,0.322028,0.117544
energy_compatibility_heuristic,tool_use_handover,high_barrier,long_horizon_chain,2,72,0.652778,0.202456,0.204592,0.513267,0.509639,0.078971,0.319898,0.125517
energy_compatibility_heuristic,tool_use_handover,high_barrier,long_horizon_chain,3,72,0.736111,0.194761,0.200889,0.510374,0.501961,0.082525,0.327742,0.117623
energy_compatibility_heuristic,tool_use_handover,high_barrier,long_horizon_chain,4,72,0.527778,0.204553,0.204307,0.515912,0.502281,0.080672,0.318667,0.111796
energy_compatibility_heuristic,tool_use_handover,high_barrier,long_horizon_chain,5,72,0.583333,0.196466,0.204889,0.495943,0.484854,0.075133,0.323073,0.116670
energy_compatibility_heuristic,tool_use_handover,high_barrier,long_horizon_chain,6,72,0.708333,0.197737,0.209188,0.518252,0.507887,0.080618,0.332137,0.126470
energy_compatibility_heuristic,tool_use_handover,high_barrier,combined_stress,0,72,0.708333,0.209604,0.223740,0.513677,0.475591,0.083178,0.333691,0.124457
energy_compatibility_heuristic,tool_use_handover,high_barrier,combined_stress,1,72,0.555556,0.210793,0.219746,0.507125,0.488162,0.083810,0.326265,0.124853
energy_compatibility_heuristic,tool_use_handover,high_barrier,combined_stress,2,72,0.611111,0.215454,0.224570,0.495872,0.456451,0.082500,0.342614,0.124238
energy_compatibility_heuristic,tool_use_handover,high_barrier,combined_stress,3,72,0.625000,0.220583,0.223573,0.496764,0.493242,0.085322,0.335365,0.121361
energy_compatibility_heuristic,tool_use_handover,high_barrier,combined_stress,4,72,0.541667,0.210199,0.222817,0.504318,0.502305,0.079285,0.341059,0.125855
energy_compatibility_heuristic,tool_use_handover,high_barrier,combined_stress,5,72,0.708333,0.207873,0.225268,0.489058,0.466659,0.088818,0.334218,0.126394
energy_compatibility_heuristic,tool_use_handover,high_barrier,combined_stress,6,72,0.583333,0.209506,0.215752,0.494033,0.483207,0.088551,0.337795,0.118636
energy_compatibility_heuristic,tool_use_handover,nonconvex_energy,in_distribution,0,72,0.694444,0.187466,0.191398,0.541433,0.521092,0.078427,0.316445,0.112919
energy_compatibility_heuristic,tool_use_handover,nonconvex_energy,in_distribution,1,72,0.722222,0.184089,0.193343,0.523766,0.509155,0.073855,0.317916,0.120517
energy_compatibility_heuristic,tool_use_handover,nonconvex_energy,in_distribution,2,72,0.680556,0.179153,0.194207,0.520074,0.508514,0.077376,0.314597,0.120481
energy_compatibility_heuristic,tool_use_handover,nonconvex_energy,in_distribution,3,72,0.638889,0.184822,0.190234,0.536207,0.509331,0.077586,0.317636,0.114178
energy_compatibility_heuristic,tool_use_handover,nonconvex_energy,in_distribution,4,72,0.680556,0.192158,0.194841,0.530069,0.516302,0.073788,0.316416,0.114704
energy_compatibility_heuristic,tool_use_handover,nonconvex_energy,in_distribution,5,72,0.638889,0.183097,0.182887,0.536682,0.512280,0.073532,0.317463,0.112490
energy_compatibility_heuristic,tool_use_handover,nonconvex_energy,in_distribution,6,72,0.791667,0.187224,0.183298,0.531100,0.510295,0.077086,0.310113,0.110939
energy_compatibility_heuristic,tool_use_handover,nonconvex_energy,new_skill_pair,0,72,0.569444,0.196954,0.207669,0.521700,0.481218,0.078863,0.319188,0.119680
energy_compatibility_heuristic,tool_use_handover,nonconvex_energy,new_skill_pair,1,72,0.625000,0.200602,0.206985,0.514873,0.506948,0.083554,0.322185,0.115975
energy_compatibility_heuristic,tool_use_handover,nonconvex_energy,new_skill_pair,2,72,0.611111,0.203850,0.197979,0.525152,0.503483,0.077013,0.326902,0.112880
energy_compatibility_heuristic,tool_use_handover,nonconvex_energy,new_skill_pair,3,72,0.583333,0.204745,0.208619,0.534068,0.491446,0.083032,0.332644,0.115936
energy_compatibility_heuristic,tool_use_handover,nonconvex_energy,new_skill_pair,4,72,0.541667,0.192631,0.204797,0.500828,0.482774,0.082017,0.326526,0.119014
energy_compatibility_heuristic,tool_use_handover,nonconvex_energy,new_skill_pair,5,72,0.652778,0.199225,0.217174,0.513385,0.496806,0.083147,0.324135,0.120246
energy_compatibility_heuristic,tool_use_handover,nonconvex_energy,new_skill_pair,6,72,0.625000,0.202390,0.197855,0.511021,0.500716,0.080497,0.328386,0.118689
energy_compatibility_heuristic,tool_use_handover,nonconvex_energy,shifted_objects,0,72,0.680556,0.208426,0.220550,0.517813,0.510815,0.081902,0.325489,0.111710
energy_compatibility_heuristic,tool_use_handover,nonconvex_energy,shifted_objects,1,72,0.527778,0.206819,0.211764,0.507957,0.501460,0.083607,0.329638,0.116021
energy_compatibility_heuristic,tool_use_handover,nonconvex_energy,shifted_objects,2,72,0.736111,0.209497,0.217115,0.479104,0.503254,0.077735,0.330195,0.128253
energy_compatibility_heuristic,tool_use_handover,nonconvex_energy,shifted_objects,3,72,0.652778,0.202229,0.213549,0.494386,0.478988,0.086499,0.333009,0.124206
energy_compatibility_heuristic,tool_use_handover,nonconvex_energy,shifted_objects,4,72,0.583333,0.202950,0.219222,0.512556,0.489573,0.082165,0.326801,0.118118
energy_compatibility_heuristic,tool_use_handover,nonconvex_energy,shifted_objects,5,72,0.722222,0.200878,0.207771,0.514999,0.479122,0.075992,0.328872,0.114439
energy_compatibility_heuristic,tool_use_handover,nonconvex_energy,shifted_objects,6,72,0.638889,0.203140,0.203510,0.524354,0.495647,0.079894,0.323792,0.119310
energy_compatibility_heuristic,tool_use_handover,nonconvex_energy,long_horizon_chain,0,72,0.569444,0.197724,0.203308,0.518585,0.505994,0.079058,0.324130,0.115728
energy_compatibility_heuristic,tool_use_handover,nonconvex_energy,long_horizon_chain,1,72,0.583333,0.203597,0.202458,0.512773,0.518108,0.084414,0.327806,0.118447
energy_compatibility_heuristic,tool_use_handover,nonconvex_energy,long_horizon_chain,2,72,0.555556,0.190411,0.197844,0.513556,0.502873,0.077822,0.324637,0.117877
energy_compatibility_heuristic,tool_use_handover,nonconvex_energy,long_horizon_chain,3,72,0.666667,0.199503,0.200390,0.501484,0.501565,0.078436,0.320576,0.121161
energy_compatibility_heuristic,tool_use_handover,nonconvex_energy,long_horizon_chain,4,72,0.791667,0.198601,0.209123,0.506700,0.508664,0.084045,0.327008,0.113449
energy_compatibility_heuristic,tool_use_handover,nonconvex_energy,long_horizon_chain,5,72,0.625000,0.194845,0.207644,0.523749,0.513944,0.075719,0.319402,0.111046
energy_compatibility_heuristic,tool_use_handover,nonconvex_energy,long_horizon_chain,6,72,0.736111,0.206934,0.208601,0.516511,0.509366,0.082628,0.333862,0.119132
energy_compatibility_heuristic,tool_use_handover,nonconvex_energy,combined_stress,0,72,0.569444,0.207362,0.228229,0.506519,0.483312,0.085585,0.333452,0.121975
energy_compatibility_heuristic,tool_use_handover,nonconvex_energy,combined_stress,1,72,0.527778,0.228993,0.221371,0.485206,0.478871,0.083489,0.335692,0.125900
energy_compatibility_heuristic,tool_use_handover,nonconvex_energy,combined_stress,2,72,0.583333,0.227172,0.227675,0.491886,0.473850,0.087345,0.336182,0.119140
energy_compatibility_heuristic,tool_use_handover,nonconvex_energy,combined_stress,3,72,0.597222,0.220065,0.222664,0.491823,0.477245,0.087932,0.331373,0.124348
energy_compatibility_heuristic,tool_use_handover,nonconvex_energy,combined_stress,4,72,0.597222,0.219055,0.223911,0.494475,0.476413,0.085409,0.335370,0.123878
energy_compatibility_heuristic,tool_use_handover,nonconvex_energy,combined_stress,5,72,0.611111,0.204685,0.225466,0.474936,0.494803,0.086060,0.344127,0.134927
energy_compatibility_heuristic,tool_use_handover,nonconvex_energy,combined_stress,6,72,0.708333,0.214319,0.223013,0.495574,0.473918,0.084222,0.331121,0.121668
energy_compatibility_heuristic,tool_use_handover,contact_mode_transition,in_distribution,0,72,0.722222,0.192817,0.192981,0.528373,0.508637,0.078779,0.315636,0.113455
energy_compatibility_heuristic,tool_use_handover,contact_mode_transition,in_distribution,1,72,0.652778,0.188730,0.195009,0.545878,0.512086,0.079415,0.321906,0.112110
energy_compatibility_heuristic,tool_use_handover,contact_mode_transition,in_distribution,2,72,0.666667,0.173425,0.186737,0.512615,0.509179,0.077972,0.319918,0.114871
energy_compatibility_heuristic,tool_use_handover,contact_mode_transition,in_distribution,3,72,0.652778,0.186968,0.189971,0.531420,0.514294,0.077900,0.317589,0.114505
energy_compatibility_heuristic,tool_use_handover,contact_mode_transition,in_distribution,4,72,0.694444,0.180414,0.195528,0.531092,0.514238,0.079132,0.320836,0.112497
energy_compatibility_heuristic,tool_use_handover,contact_mode_transition,in_distribution,5,72,0.666667,0.191379,0.191818,0.532243,0.506172,0.078626,0.318833,0.111969
energy_compatibility_heuristic,tool_use_handover,contact_mode_transition,in_distribution,6,72,0.680556,0.187003,0.192552,0.541387,0.510620,0.075446,0.324441,0.109276
energy_compatibility_heuristic,tool_use_handover,contact_mode_transition,new_skill_pair,0,72,0.625000,0.198572,0.211313,0.503950,0.486843,0.086291,0.326563,0.119335
energy_compatibility_heuristic,tool_use_handover,contact_mode_transition,new_skill_pair,1,72,0.625000,0.199568,0.203410,0.490234,0.498989,0.079592,0.327627,0.118160
energy_compatibility_heuristic,tool_use_handover,contact_mode_transition,new_skill_pair,2,72,0.736111,0.207930,0.206446,0.513900,0.506270,0.075490,0.328690,0.114558
energy_compatibility_heuristic,tool_use_handover,contact_mode_transition,new_skill_pair,3,72,0.486111,0.199034,0.201742,0.511517,0.488461,0.080851,0.332192,0.113547
energy_compatibility_heuristic,tool_use_handover,contact_mode_transition,new_skill_pair,4,72,0.597222,0.205646,0.207464,0.506807,0.485661,0.083691,0.331357,0.122907
energy_compatibility_heuristic,tool_use_handover,contact_mode_transition,new_skill_pair,5,72,0.583333,0.200994,0.218716,0.515674,0.481420,0.082060,0.332020,0.123523
energy_compatibility_heuristic,tool_use_handover,contact_mode_transition,new_skill_pair,6,72,0.652778,0.200489,0.206606,0.519289,0.496219,0.079858,0.333680,0.117927
energy_compatibility_heuristic,tool_use_handover,contact_mode_transition,shifted_objects,0,72,0.750000,0.198911,0.214916,0.483245,0.485396,0.082477,0.334238,0.122866
energy_compatibility_heuristic,tool_use_handover,contact_mode_transition,shifted_objects,1,72,0.611111,0.210915,0.206641,0.497898,0.508188,0.083215,0.332837,0.114121
energy_compatibility_heuristic,tool_use_handover,contact_mode_transition,shifted_objects,2,72,0.638889,0.205680,0.213215,0.502526,0.481137,0.075337,0.336185,0.116869
energy_compatibility_heuristic,tool_use_handover,contact_mode_transition,shifted_objects,3,72,0.597222,0.206490,0.215557,0.525123,0.479855,0.084082,0.331982,0.113945
energy_compatibility_heuristic,tool_use_handover,contact_mode_transition,shifted_objects,4,72,0.638889,0.208584,0.213521,0.491744,0.504518,0.084334,0.329675,0.117981
