method,task,regime,split,seed,episodes,success_rate,seam_failure_rate,barrier_violation_rate,basin_alignment,descent_continuity,damage_rate,composition_cost,energy_model_error
behavior_cloned_skill_chain,door_open_navigation,contact_mode_transition,shifted_objects,5,72,0.402778,0.348970,0.325586,0.298807,0.254695,0.120078,0.104189,0.169477
behavior_cloned_skill_chain,door_open_navigation,contact_mode_transition,shifted_objects,6,72,0.444444,0.356217,0.329526,0.274531,0.272163,0.122270,0.104858,0.175043
behavior_cloned_skill_chain,door_open_navigation,contact_mode_transition,long_horizon_chain,0,72,0.458333,0.340593,0.316970,0.302735,0.263663,0.117342,0.105308,0.169396
behavior_cloned_skill_chain,door_open_navigation,contact_mode_transition,long_horizon_chain,1,72,0.347222,0.344765,0.311954,0.307353,0.283565,0.122239,0.104344,0.164397
behavior_cloned_skill_chain,door_open_navigation,contact_mode_transition,long_horizon_chain,2,72,0.361111,0.339330,0.322738,0.314835,0.272579,0.113061,0.101966,0.161335
behavior_cloned_skill_chain,door_open_navigation,contact_mode_transition,long_horizon_chain,3,72,0.500000,0.351999,0.323223,0.302024,0.280744,0.119170,0.097070,0.164552
behavior_cloned_skill_chain,door_open_navigation,contact_mode_transition,long_horizon_chain,4,72,0.513889,0.345534,0.322676,0.299324,0.286727,0.120570,0.107364,0.168033
behavior_cloned_skill_chain,door_open_navigation,contact_mode_transition,long_horizon_chain,5,72,0.361111,0.340105,0.310410,0.316527,0.268481,0.113804,0.105582,0.160349
behavior_cloned_skill_chain,door_open_navigation,contact_mode_transition,long_horizon_chain,6,72,0.444444,0.345977,0.318228,0.308492,0.294971,0.117013,0.109731,0.165496
behavior_cloned_skill_chain,door_open_navigation,contact_mode_transition,combined_stress,0,72,0.333333,0.372577,0.343041,0.274567,0.266563,0.128028,0.110544,0.176409
behavior_cloned_skill_chain,door_open_navigation,contact_mode_transition,combined_stress,1,72,0.319444,0.368657,0.347839,0.260891,0.257917,0.126157,0.122543,0.174901
behavior_cloned_skill_chain,door_open_navigation,contact_mode_transition,combined_stress,2,72,0.361111,0.365345,0.347811,0.292326,0.246795,0.125963,0.108030,0.174584
behavior_cloned_skill_chain,door_open_navigation,contact_mode_transition,combined_stress,3,72,0.361111,0.374718,0.347025,0.262620,0.262342,0.130533,0.112299,0.178117
behavior_cloned_skill_chain,door_open_navigation,contact_mode_transition,combined_stress,4,72,0.347222,0.366192,0.345706,0.284011,0.243750,0.117659,0.116708,0.177554
behavior_cloned_skill_chain,door_open_navigation,contact_mode_transition,combined_stress,5,72,0.361111,0.371269,0.349992,0.274627,0.272076,0.118134,0.116912,0.169661
behavior_cloned_skill_chain,door_open_navigation,contact_mode_transition,combined_stress,6,72,0.444444,0.376481,0.342674,0.274123,0.263712,0.123592,0.112478,0.167055
behavior_cloned_skill_chain,door_open_navigation,partial_observability,in_distribution,0,72,0.500000,0.315791,0.298694,0.326647,0.312156,0.110707,0.100451,0.159139
behavior_cloned_skill_chain,door_open_navigation,partial_observability,in_distribution,1,72,0.527778,0.317246,0.288482,0.327960,0.314025,0.107622,0.104567,0.154377
behavior_cloned_skill_chain,door_open_navigation,partial_observability,in_distribution,2,72,0.625000,0.312560,0.295294,0.333399,0.318364,0.117369,0.112657,0.157418
behavior_cloned_skill_chain,door_open_navigation,partial_observability,in_distribution,3,72,0.611111,0.318776,0.286386,0.327390,0.313918,0.108330,0.108475,0.158576
behavior_cloned_skill_chain,door_open_navigation,partial_observability,in_distribution,4,72,0.625000,0.310645,0.289097,0.325389,0.319953,0.114974,0.101227,0.155232
behavior_cloned_skill_chain,door_open_navigation,partial_observability,in_distribution,5,72,0.541667,0.324454,0.293927,0.341276,0.310024,0.110565,0.107742,0.156972
behavior_cloned_skill_chain,door_open_navigation,partial_observability,in_distribution,6,72,0.513889,0.318531,0.288824,0.336441,0.301596,0.110323,0.103436,0.158587
behavior_cloned_skill_chain,door_open_navigation,partial_observability,new_skill_pair,0,72,0.527778,0.336917,0.318453,0.278272,0.263942,0.115810,0.105232,0.168269
behavior_cloned_skill_chain,door_open_navigation,partial_observability,new_skill_pair,1,72,0.486111,0.337400,0.306723,0.311929,0.297397,0.120055,0.103639,0.166637
behavior_cloned_skill_chain,door_open_navigation,partial_observability,new_skill_pair,2,72,0.388889,0.338369,0.316181,0.312259,0.297101,0.119255,0.106403,0.164164
behavior_cloned_skill_chain,door_open_navigation,partial_observability,new_skill_pair,3,72,0.541667,0.334624,0.306224,0.303703,0.292729,0.114865,0.101332,0.161110
behavior_cloned_skill_chain,door_open_navigation,partial_observability,new_skill_pair,4,72,0.472222,0.342581,0.315032,0.315337,0.290667,0.117144,0.105937,0.164618
behavior_cloned_skill_chain,door_open_navigation,partial_observability,new_skill_pair,5,72,0.472222,0.340765,0.304505,0.305561,0.261220,0.121135,0.105812,0.172158
behavior_cloned_skill_chain,door_open_navigation,partial_observability,new_skill_pair,6,72,0.555556,0.337963,0.307926,0.318754,0.295695,0.114951,0.108204,0.163233
behavior_cloned_skill_chain,door_open_navigation,partial_observability,shifted_objects,0,72,0.458333,0.346607,0.316466,0.296552,0.285218,0.118099,0.110693,0.177368
behavior_cloned_skill_chain,door_open_navigation,partial_observability,shifted_objects,1,72,0.402778,0.342638,0.319312,0.287547,0.265919,0.117421,0.113246,0.168536
behavior_cloned_skill_chain,door_open_navigation,partial_observability,shifted_objects,2,72,0.555556,0.343064,0.325685,0.307700,0.294999,0.117256,0.106324,0.165886
behavior_cloned_skill_chain,door_open_navigation,partial_observability,shifted_objects,3,72,0.430556,0.343116,0.308221,0.267818,0.264278,0.116499,0.104242,0.171416
behavior_cloned_skill_chain,door_open_navigation,partial_observability,shifted_objects,4,72,0.472222,0.340087,0.313284,0.322256,0.265624,0.114564,0.105152,0.162388
behavior_cloned_skill_chain,door_open_navigation,partial_observability,shifted_objects,5,72,0.416667,0.342413,0.328944,0.299720,0.298808,0.116780,0.101602,0.167201
behavior_cloned_skill_chain,door_open_navigation,partial_observability,shifted_objects,6,72,0.527778,0.341983,0.315618,0.292178,0.283219,0.115626,0.109394,0.167063
behavior_cloned_skill_chain,door_open_navigation,partial_observability,long_horizon_chain,0,72,0.319444,0.334538,0.308809,0.311215,0.282792,0.117499,0.105846,0.167024
behavior_cloned_skill_chain,door_open_navigation,partial_observability,long_horizon_chain,1,72,0.263889,0.339833,0.326583,0.307978,0.305634,0.117845,0.109264,0.167374
behavior_cloned_skill_chain,door_open_navigation,partial_observability,long_horizon_chain,2,72,0.472222,0.337888,0.321706,0.336476,0.284267,0.113572,0.104973,0.160725
behavior_cloned_skill_chain,door_open_navigation,partial_observability,long_horizon_chain,3,72,0.416667,0.332390,0.306233,0.292285,0.288266,0.115470,0.107478,0.166607
behavior_cloned_skill_chain,door_open_navigation,partial_observability,long_horizon_chain,4,72,0.375000,0.335062,0.309823,0.306078,0.282594,0.116751,0.111700,0.159900
behavior_cloned_skill_chain,door_open_navigation,partial_observability,long_horizon_chain,5,72,0.458333,0.336166,0.306083,0.316617,0.287922,0.118867,0.107598,0.161366
behavior_cloned_skill_chain,door_open_navigation,partial_observability,long_horizon_chain,6,72,0.500000,0.337129,0.301773,0.292257,0.277033,0.119579,0.114212,0.168787
behavior_cloned_skill_chain,door_open_navigation,partial_observability,combined_stress,0,72,0.444444,0.377068,0.342726,0.273045,0.242986,0.125580,0.112350,0.175534
behavior_cloned_skill_chain,door_open_navigation,partial_observability,combined_stress,1,72,0.458333,0.358364,0.343520,0.272033,0.267375,0.129564,0.110353,0.181467
behavior_cloned_skill_chain,door_open_navigation,partial_observability,combined_stress,2,72,0.388889,0.366336,0.334141,0.277989,0.258497,0.123416,0.104018,0.178040
behavior_cloned_skill_chain,door_open_navigation,partial_observability,combined_stress,3,72,0.250000,0.368056,0.351622,0.281600,0.257049,0.120234,0.107349,0.174252
behavior_cloned_skill_chain,door_open_navigation,partial_observability,combined_stress,4,72,0.236111,0.355478,0.333653,0.283998,0.273003,0.119837,0.113840,0.171655
behavior_cloned_skill_chain,door_open_navigation,partial_observability,combined_stress,5,72,0.347222,0.359354,0.338286,0.284776,0.255241,0.125044,0.103445,0.169365
behavior_cloned_skill_chain,door_open_navigation,partial_observability,combined_stress,6,72,0.375000,0.356047,0.333265,0.272516,0.245883,0.124665,0.113715,0.176036
behavior_cloned_skill_chain,door_open_navigation,dynamics_mismatch,in_distribution,0,72,0.555556,0.336154,0.304420,0.312759,0.302472,0.113566,0.105480,0.162471
behavior_cloned_skill_chain,door_open_navigation,dynamics_mismatch,in_distribution,1,72,0.472222,0.322442,0.306965,0.323455,0.308062,0.114270,0.111194,0.158601
behavior_cloned_skill_chain,door_open_navigation,dynamics_mismatch,in_distribution,2,72,0.527778,0.320683,0.308569,0.324002,0.292511,0.115056,0.107125,0.165232
behavior_cloned_skill_chain,door_open_navigation,dynamics_mismatch,in_distribution,3,72,0.569444,0.323233,0.303151,0.311038,0.305099,0.118142,0.101263,0.164901
behavior_cloned_skill_chain,door_open_navigation,dynamics_mismatch,in_distribution,4,72,0.500000,0.329527,0.292808,0.312134,0.309538,0.116064,0.110857,0.164146
behavior_cloned_skill_chain,door_open_navigation,dynamics_mismatch,in_distribution,5,72,0.555556,0.329265,0.300230,0.319054,0.272679,0.117076,0.104203,0.171697
behavior_cloned_skill_chain,door_open_navigation,dynamics_mismatch,in_distribution,6,72,0.444444,0.324780,0.305105,0.321334,0.306045,0.115060,0.101183,0.163389
behavior_cloned_skill_chain,door_open_navigation,dynamics_mismatch,new_skill_pair,0,72,0.430556,0.353152,0.323425,0.268671,0.264109,0.114717,0.103057,0.177275
behavior_cloned_skill_chain,door_open_navigation,dynamics_mismatch,new_skill_pair,1,72,0.458333,0.347232,0.324646,0.299441,0.275357,0.119624,0.106277,0.170105
behavior_cloned_skill_chain,door_open_navigation,dynamics_mismatch,new_skill_pair,2,72,0.486111,0.354134,0.322168,0.279991,0.287994,0.121015,0.112226,0.169336
behavior_cloned_skill_chain,door_open_navigation,dynamics_mismatch,new_skill_pair,3,72,0.444444,0.350880,0.328774,0.288669,0.268974,0.123868,0.111182,0.167278
behavior_cloned_skill_chain,door_open_navigation,dynamics_mismatch,new_skill_pair,4,72,0.500000,0.352782,0.321328,0.277613,0.279206,0.117148,0.106924,0.171932
behavior_cloned_skill_chain,door_open_navigation,dynamics_mismatch,new_skill_pair,5,72,0.527778,0.352308,0.327596,0.291955,0.270269,0.121789,0.114158,0.173679
behavior_cloned_skill_chain,door_open_navigation,dynamics_mismatch,new_skill_pair,6,72,0.486111,0.356837,0.326697,0.287702,0.287779,0.125255,0.111058,0.169687
behavior_cloned_skill_chain,door_open_navigation,dynamics_mismatch,shifted_objects,0,72,0.513889,0.357242,0.331164,0.290040,0.283765,0.123807,0.105724,0.173757
behavior_cloned_skill_chain,door_open_navigation,dynamics_mismatch,shifted_objects,1,72,0.569444,0.364971,0.326858,0.293924,0.259867,0.120064,0.099845,0.168395
behavior_cloned_skill_chain,door_open_navigation,dynamics_mismatch,shifted_objects,2,72,0.444444,0.353356,0.325796,0.283330,0.289025,0.126209,0.106487,0.177420
behavior_cloned_skill_chain,door_open_navigation,dynamics_mismatch,shifted_objects,3,72,0.444444,0.357895,0.333448,0.284532,0.263361,0.125207,0.111080,0.166914
behavior_cloned_skill_chain,door_open_navigation,dynamics_mismatch,shifted_objects,4,72,0.444444,0.360056,0.328383,0.297278,0.268895,0.122432,0.108150,0.168173
behavior_cloned_skill_chain,door_open_navigation,dynamics_mismatch,shifted_objects,5,72,0.569444,0.346360,0.324085,0.303011,0.284565,0.122850,0.105449,0.169394
behavior_cloned_skill_chain,door_open_navigation,dynamics_mismatch,shifted_objects,6,72,0.541667,0.347049,0.325616,0.287202,0.262257,0.119610,0.112242,0.172240
behavior_cloned_skill_chain,door_open_navigation,dynamics_mismatch,long_horizon_chain,0,72,0.472222,0.343770,0.317106,0.310290,0.280310,0.120172,0.105431,0.161275
behavior_cloned_skill_chain,door_open_navigation,dynamics_mismatch,long_horizon_chain,1,72,0.361111,0.347335,0.318356,0.287952,0.275768,0.121362,0.108589,0.164525
behavior_cloned_skill_chain,door_open_navigation,dynamics_mismatch,long_horizon_chain,2,72,0.333333,0.351078,0.322371,0.289650,0.257596,0.122951,0.105297,0.170599
behavior_cloned_skill_chain,door_open_navigation,dynamics_mismatch,long_horizon_chain,3,72,0.513889,0.350403,0.326057,0.291477,0.287431,0.122456,0.108526,0.166793
behavior_cloned_skill_chain,door_open_navigation,dynamics_mismatch,long_horizon_chain,4,72,0.388889,0.344426,0.323862,0.295888,0.288648,0.127271,0.100486,0.171135
behavior_cloned_skill_chain,door_open_navigation,dynamics_mismatch,long_horizon_chain,5,72,0.458333,0.349555,0.320888,0.273622,0.284875,0.126418,0.103010,0.178693
behavior_cloned_skill_chain,door_open_navigation,dynamics_mismatch,long_horizon_chain,6,72,0.430556,0.349251,0.322606,0.302985,0.280686,0.124080,0.113704,0.172262
behavior_cloned_skill_chain,door_open_navigation,dynamics_mismatch,combined_stress,0,72,0.375000,0.374148,0.349931,0.257513,0.245518,0.119775,0.111486,0.177599
behavior_cloned_skill_chain,door_open_navigation,dynamics_mismatch,combined_stress,1,72,0.402778,0.370360,0.350737,0.264014,0.276655,0.126802,0.116679,0.175873
behavior_cloned_skill_chain,door_open_navigation,dynamics_mismatch,combined_stress,2,72,0.444444,0.371657,0.352739,0.278281,0.251907,0.131711,0.114689,0.176814
behavior_cloned_skill_chain,door_open_navigation,dynamics_mismatch,combined_stress,3,72,0.361111,0.385441,0.346692,0.265190,0.234618,0.126175,0.110859,0.181247
behavior_cloned_skill_chain,door_open_navigation,dynamics_mismatch,combined_stress,4,72,0.263889,0.376045,0.356108,0.260595,0.254147,0.123055,0.110193,0.175607
behavior_cloned_skill_chain,door_open_navigation,dynamics_mismatch,combined_stress,5,72,0.416667,0.372063,0.345272,0.273851,0.250201,0.125643,0.111875,0.176916
behavior_cloned_skill_chain,door_open_navigation,dynamics_mismatch,combined_stress,6,72,0.375000,0.377508,0.335084,0.258699,0.255910,0.126809,0.120618,0.174621
behavior_cloned_skill_chain,door_open_navigation,combined_seam_stress,in_distribution,0,72,0.375000,0.360044,0.334250,0.286195,0.283566,0.127695,0.109936,0.171872
behavior_cloned_skill_chain,door_open_navigation,combined_seam_stress,in_distribution,1,72,0.458333,0.361987,0.337968,0.306492,0.284019,0.129897,0.104699,0.172279
behavior_cloned_skill_chain,door_open_navigation,combined_seam_stress,in_distribution,2,72,0.458333,0.358032,0.330529,0.301314,0.281063,0.129590,0.103253,0.170349
behavior_cloned_skill_chain,door_open_navigation,combined_seam_stress,in_distribution,3,72,0.458333,0.364230,0.328369,0.297721,0.269233,0.126377,0.107079,0.178103
behavior_cloned_skill_chain,door_open_navigation,combined_seam_stress,in_distribution,4,72,0.527778,0.359589,0.326820,0.287169,0.281672,0.128403,0.109707,0.170541
behavior_cloned_skill_chain,door_open_navigation,combined_seam_stress,in_distribution,5,72,0.375000,0.358577,0.333431,0.285783,0.277967,0.131397,0.104757,0.176993
behavior_cloned_skill_chain,door_open_navigation,combined_seam_stress,in_distribution,6,72,0.458333,0.363873,0.326892,0.288728,0.267773,0.129452,0.110052,0.171653
behavior_cloned_skill_chain,door_open_navigation,combined_seam_stress,new_skill_pair,0,72,0.361111,0.384683,0.359018,0.275625,0.221857,0.132901,0.109264,0.180401
behavior_cloned_skill_chain,door_open_navigation,combined_seam_stress,new_skill_pair,1,72,0.305556,0.381752,0.350697,0.252766,0.254831,0.136641,0.110537,0.184076
behavior_cloned_skill_chain,door_open_navigation,combined_seam_stress,new_skill_pair,2,72,0.347222,0.387632,0.349260,0.274990,0.239504,0.133971,0.108344,0.176659
behavior_cloned_skill_chain,door_open_navigation,combined_seam_stress,new_skill_pair,3,72,0.347222,0.385497,0.366374,0.275266,0.251009,0.133217,0.113268,0.178097
behavior_cloned_skill_chain,door_open_navigation,combined_seam_stress,new_skill_pair,4,72,0.333333,0.382405,0.349544,0.268148,0.241421,0.124036,0.112363,0.172895
behavior_cloned_skill_chain,door_open_navigation,combined_seam_stress,new_skill_pair,5,72,0.250000,0.386742,0.350336,0.263894,0.261182,0.130907,0.111005,0.185260
behavior_cloned_skill_chain,door_open_navigation,combined_seam_stress,new_skill_pair,6,72,0.305556,0.378092,0.352194,0.263068,0.247130,0.130808,0.109017,0.172841
behavior_cloned_skill_chain,door_open_navigation,combined_seam_stress,shifted_objects,0,72,0.458333,0.381101,0.351924,0.265870,0.256450,0.134581,0.114172,0.174589
behavior_cloned_skill_chain,door_open_navigation,combined_seam_stress,shifted_objects,1,72,0.430556,0.387498,0.363145,0.260355,0.242323,0.136132,0.111873,0.174490
behavior_cloned_skill_chain,door_open_navigation,combined_seam_stress,shifted_objects,2,72,0.361111,0.389571,0.351783,0.266639,0.255124,0.131783,0.115010,0.176791
behavior_cloned_skill_chain,door_open_navigation,combined_seam_stress,shifted_objects,3,72,0.416667,0.386730,0.363477,0.286277,0.253592,0.137293,0.112247,0.174655
behavior_cloned_skill_chain,door_open_navigation,combined_seam_stress,shifted_objects,4,72,0.430556,0.381583,0.355713,0.253103,0.238064,0.130472,0.116398,0.177694
behavior_cloned_skill_chain,door_open_navigation,combined_seam_stress,shifted_objects,5,72,0.416667,0.378808,0.354082,0.259611,0.248392,0.132749,0.109028,0.176516
behavior_cloned_skill_chain,door_open_navigation,combined_seam_stress,shifted_objects,6,72,0.305556,0.383209,0.356552,0.251875,0.253721,0.138859,0.115501,0.173278
behavior_cloned_skill_chain,door_open_navigation,combined_seam_stress,long_horizon_chain,0,72,0.333333,0.383316,0.346770,0.266213,0.246656,0.131949,0.111141,0.177146
behavior_cloned_skill_chain,door_open_navigation,combined_seam_stress,long_horizon_chain,1,72,0.263889,0.380115,0.345761,0.258002,0.251927,0.135032,0.105026,0.179188
behavior_cloned_skill_chain,door_open_navigation,combined_seam_stress,long_horizon_chain,2,72,0.277778,0.383731,0.348771,0.269061,0.249922,0.127942,0.114799,0.175659
behavior_cloned_skill_chain,door_open_navigation,combined_seam_stress,long_horizon_chain,3,72,0.291667,0.382314,0.356811,0.280749,0.246216,0.136027,0.107472,0.174323
behavior_cloned_skill_chain,door_open_navigation,combined_seam_stress,long_horizon_chain,4,72,0.291667,0.376109,0.358814,0.283428,0.251553,0.133874,0.115722,0.176986
behavior_cloned_skill_chain,door_open_navigation,combined_seam_stress,long_horizon_chain,5,72,0.305556,0.382472,0.352761,0.282418,0.252012,0.134132,0.113200,0.172031
behavior_cloned_skill_chain,door_open_navigation,combined_seam_stress,long_horizon_chain,6,72,0.347222,0.376559,0.360472,0.281767,0.262474,0.128772,0.119102,0.173121
behavior_cloned_skill_chain,door_open_navigation,combined_seam_stress,combined_stress,0,72,0.319444,0.408319,0.370872,0.234062,0.232564,0.138677,0.122696,0.190728
behavior_cloned_skill_chain,door_open_navigation,combined_seam_stress,combined_stress,1,72,0.319444,0.408031,0.375365,0.243539,0.220412,0.140547,0.110132,0.182044
behavior_cloned_skill_chain,door_open_navigation,combined_seam_stress,combined_stress,2,72,0.291667,0.408808,0.381292,0.234497,0.242138,0.138545,0.115213,0.181471
behavior_cloned_skill_chain,door_open_navigation,combined_seam_stress,combined_stress,3,72,0.305556,0.409410,0.375821,0.246328,0.230095,0.133365,0.122837,0.183222
behavior_cloned_skill_chain,door_open_navigation,combined_seam_stress,combined_stress,4,72,0.291667,0.409371,0.374176,0.219013,0.228336,0.135978,0.114312,0.190058
behavior_cloned_skill_chain,door_open_navigation,combined_seam_stress,combined_stress,5,72,0.250000,0.412590,0.379250,0.249502,0.252908,0.136697,0.112925,0.186680
behavior_cloned_skill_chain,door_open_navigation,combined_seam_stress,combined_stress,6,72,0.291667,0.408877,0.383300,0.257263,0.219619,0.141010,0.122150,0.179677
behavior_cloned_skill_chain,cable_route_insert,nominal,in_distribution,0,72,0.597222,0.271954,0.248709,0.372316,0.346089,0.097007,0.093046,0.145944
behavior_cloned_skill_chain,cable_route_insert,nominal,in_distribution,1,72,0.680556,0.272145,0.250323,0.371362,0.333201,0.094495,0.098151,0.150157
behavior_cloned_skill_chain,cable_route_insert,nominal,in_distribution,2,72,0.569444,0.267694,0.251130,0.361703,0.359720,0.092710,0.087921,0.147361
behavior_cloned_skill_chain,cable_route_insert,nominal,in_distribution,3,72,0.611111,0.264842,0.244846,0.352254,0.321218,0.099289,0.098108,0.159836
behavior_cloned_skill_chain,cable_route_insert,nominal,in_distribution,4,72,0.652778,0.268088,0.250762,0.356897,0.327449,0.095758,0.095991,0.145423
behavior_cloned_skill_chain,cable_route_insert,nominal,in_distribution,5,72,0.680556,0.271650,0.258834,0.370342,0.325641,0.095054,0.097087,0.146093
behavior_cloned_skill_chain,cable_route_insert,nominal,in_distribution,6,72,0.597222,0.271695,0.254947,0.372818,0.332911,0.099923,0.101703,0.140727
behavior_cloned_skill_chain,cable_route_insert,nominal,new_skill_pair,0,72,0.555556,0.291552,0.283676,0.350039,0.314869,0.099254,0.097275,0.156118
behavior_cloned_skill_chain,cable_route_insert,nominal,new_skill_pair,1,72,0.569444,0.289643,0.275225,0.332944,0.323182,0.102450,0.091226,0.157002
behavior_cloned_skill_chain,cable_route_insert,nominal,new_skill_pair,2,72,0.500000,0.307602,0.273059,0.323630,0.310748,0.100173,0.099049,0.158805
behavior_cloned_skill_chain,cable_route_insert,nominal,new_skill_pair,3,72,0.569444,0.287555,0.264151,0.339524,0.327936,0.094854,0.103578,0.156151
behavior_cloned_skill_chain,cable_route_insert,nominal,new_skill_pair,4,72,0.500000,0.290307,0.268111,0.345648,0.316196,0.095884,0.101654,0.154333
behavior_cloned_skill_chain,cable_route_insert,nominal,new_skill_pair,5,72,0.444444,0.298541,0.272317,0.354063,0.311095,0.098745,0.110229,0.148341
behavior_cloned_skill_chain,cable_route_insert,nominal,new_skill_pair,6,72,0.444444,0.295166,0.277301,0.325140,0.338413,0.097244,0.103066,0.163119
behavior_cloned_skill_chain,cable_route_insert,nominal,shifted_objects,0,72,0.666667,0.308378,0.270830,0.320391,0.297081,0.095479,0.100873,0.168000
behavior_cloned_skill_chain,cable_route_insert,nominal,shifted_objects,1,72,0.611111,0.308467,0.276702,0.343170,0.315516,0.102107,0.111864,0.154255
behavior_cloned_skill_chain,cable_route_insert,nominal,shifted_objects,2,72,0.611111,0.304661,0.271672,0.335141,0.315750,0.100198,0.105306,0.162703
behavior_cloned_skill_chain,cable_route_insert,nominal,shifted_objects,3,72,0.569444,0.296660,0.278820,0.343691,0.300763,0.100991,0.096653,0.154896
behavior_cloned_skill_chain,cable_route_insert,nominal,shifted_objects,4,72,0.541667,0.311838,0.281558,0.329085,0.332978,0.100511,0.096512,0.162199
behavior_cloned_skill_chain,cable_route_insert,nominal,shifted_objects,5,72,0.486111,0.296527,0.285828,0.343274,0.302239,0.099870,0.099237,0.157318
behavior_cloned_skill_chain,cable_route_insert,nominal,shifted_objects,6,72,0.625000,0.296101,0.270380,0.332502,0.332556,0.098747,0.098438,0.166257
behavior_cloned_skill_chain,cable_route_insert,nominal,long_horizon_chain,0,72,0.513889,0.295008,0.265348,0.337737,0.346918,0.097347,0.100496,0.153588
behavior_cloned_skill_chain,cable_route_insert,nominal,long_horizon_chain,1,72,0.541667,0.295208,0.267152,0.347136,0.334601,0.099806,0.105648,0.149621
behavior_cloned_skill_chain,cable_route_insert,nominal,long_horizon_chain,2,72,0.458333,0.294666,0.268833,0.345466,0.308921,0.102648,0.097680,0.156158
behavior_cloned_skill_chain,cable_route_insert,nominal,long_horizon_chain,3,72,0.486111,0.288646,0.272825,0.333003,0.328414,0.098025,0.092279,0.158560
behavior_cloned_skill_chain,cable_route_insert,nominal,long_horizon_chain,4,72,0.541667,0.291372,0.272549,0.347820,0.322541,0.097215,0.099614,0.154574
behavior_cloned_skill_chain,cable_route_insert,nominal,long_horizon_chain,5,72,0.527778,0.300221,0.270831,0.345703,0.327669,0.099930,0.104183,0.153113
behavior_cloned_skill_chain,cable_route_insert,nominal,long_horizon_chain,6,72,0.458333,0.297860,0.274882,0.322729,0.343996,0.096695,0.097898,0.158213
behavior_cloned_skill_chain,cable_route_insert,nominal,combined_stress,0,72,0.652778,0.326242,0.292799,0.306395,0.304282,0.104555,0.099727,0.157846
behavior_cloned_skill_chain,cable_route_insert,nominal,combined_stress,1,72,0.555556,0.318580,0.301209,0.318113,0.303554,0.104666,0.103745,0.164043
behavior_cloned_skill_chain,cable_route_insert,nominal,combined_stress,2,72,0.513889,0.317880,0.296238,0.291643,0.290060,0.110936,0.098982,0.164582
behavior_cloned_skill_chain,cable_route_insert,nominal,combined_stress,3,72,0.486111,0.316097,0.294456,0.328737,0.302492,0.108383,0.099951,0.155603
behavior_cloned_skill_chain,cable_route_insert,nominal,combined_stress,4,72,0.513889,0.328280,0.288333,0.309250,0.267538,0.102721,0.101121,0.166104
behavior_cloned_skill_chain,cable_route_insert,nominal,combined_stress,5,72,0.583333,0.318203,0.293412,0.302440,0.284561,0.110373,0.112025,0.163567
behavior_cloned_skill_chain,cable_route_insert,nominal,combined_stress,6,72,0.486111,0.311782,0.289043,0.304736,0.290853,0.110337,0.108878,0.158636
behavior_cloned_skill_chain,cable_route_insert,narrow_basin,in_distribution,0,72,0.597222,0.307479,0.287256,0.316185,0.308436,0.108701,0.095917,0.159339
behavior_cloned_skill_chain,cable_route_insert,narrow_basin,in_distribution,1,72,0.527778,0.301436,0.283232,0.331132,0.321490,0.108537,0.101010,0.156983
behavior_cloned_skill_chain,cable_route_insert,narrow_basin,in_distribution,2,72,0.513889,0.309980,0.275044,0.331085,0.306110,0.108654,0.104985,0.157434
behavior_cloned_skill_chain,cable_route_insert,narrow_basin,in_distribution,3,72,0.458333,0.309375,0.278885,0.336928,0.324337,0.108125,0.099515,0.158715
behavior_cloned_skill_chain,cable_route_insert,narrow_basin,in_distribution,4,72,0.486111,0.310578,0.284882,0.331887,0.318260,0.101993,0.103195,0.158895
behavior_cloned_skill_chain,cable_route_insert,narrow_basin,in_distribution,5,72,0.583333,0.311301,0.280821,0.334599,0.299176,0.106083,0.096647,0.154754
behavior_cloned_skill_chain,cable_route_insert,narrow_basin,in_distribution,6,72,0.666667,0.313747,0.282697,0.306870,0.302408,0.110029,0.101642,0.162149
behavior_cloned_skill_chain,cable_route_insert,narrow_basin,new_skill_pair,0,72,0.513889,0.327681,0.304732,0.307542,0.295988,0.117875,0.099728,0.163680
behavior_cloned_skill_chain,cable_route_insert,narrow_basin,new_skill_pair,1,72,0.527778,0.326702,0.308415,0.303883,0.292295,0.118147,0.105431,0.164248
behavior_cloned_skill_chain,cable_route_insert,narrow_basin,new_skill_pair,2,72,0.527778,0.328806,0.307947,0.309618,0.294836,0.113464,0.109743,0.169885
behavior_cloned_skill_chain,cable_route_insert,narrow_basin,new_skill_pair,3,72,0.486111,0.331673,0.302348,0.305440,0.284643,0.113778,0.105266,0.162619
behavior_cloned_skill_chain,cable_route_insert,narrow_basin,new_skill_pair,4,72,0.611111,0.338952,0.302012,0.310592,0.289040,0.114137,0.102697,0.166266
behavior_cloned_skill_chain,cable_route_insert,narrow_basin,new_skill_pair,5,72,0.402778,0.332415,0.303405,0.308413,0.291765,0.114998,0.109068,0.166820
behavior_cloned_skill_chain,cable_route_insert,narrow_basin,new_skill_pair,6,72,0.444444,0.332849,0.312973,0.287167,0.278986,0.114793,0.101632,0.167323
behavior_cloned_skill_chain,cable_route_insert,narrow_basin,shifted_objects,0,72,0.430556,0.329190,0.302013,0.307048,0.277879,0.116770,0.107941,0.162874
behavior_cloned_skill_chain,cable_route_insert,narrow_basin,shifted_objects,1,72,0.569444,0.334332,0.319813,0.321343,0.274654,0.116076,0.105202,0.159431
