stress_level,method,seed,mean_success,mean_seam_failure_rate,mean_barrier_violation_rate,mean_basin_alignment,mean_descent_continuity,mean_damage_rate,mean_composition_cost,mean_energy_model_error,mean_risk_calibration_error,mean_abstention_rate,mean_predicted_seam_risk,mean_realized_seam_breach,mean_composition_utility,ci95_success,ci95_seam_failure_rate,ci95_barrier_violation_rate,ci95_basin_alignment,ci95_descent_continuity,ci95_damage_rate,ci95_composition_cost,ci95_energy_model_error,ci95_risk_calibration_error,ci95_abstention_rate,ci95_predicted_seam_risk,ci95_realized_seam_breach,ci95_composition_utility,rows
0.166667,option_graph_planner,8,0.429688,0.280648,0.265474,0.370244,0.353416,0.090193,0.162413,0.182698,0.084655,0.088649,0.448151,0.412648,-0.099421,0.049578,0.002605,0.002669,0.002508,0.002636,0.001507,0.000510,0.002772,0.000652,0.001088,0.004159,0.003874,0.050870,384
0.166667,option_graph_planner,9,0.393229,0.280211,0.264777,0.369626,0.353763,0.089919,0.163157,0.182883,0.084581,0.088284,0.447739,0.411638,-0.134925,0.048921,0.002519,0.002693,0.002547,0.002718,0.001466,0.000491,0.002733,0.000672,0.001086,0.004113,0.003819,0.050579,384
0.166667,oracle_basin_composer,0,0.903646,0.034169,0.054072,0.863731,0.838405,0.068979,0.152372,0.095776,0.045795,0.110985,0.044153,0.041685,1.125434,0.029552,0.001515,0.001651,0.001421,0.001538,0.001490,0.000430,0.002467,0.000660,0.001108,0.002460,0.002268,0.030221,384
0.166667,oracle_basin_composer,1,0.914062,0.033843,0.054375,0.863461,0.837684,0.069256,0.152533,0.096167,0.045846,0.110852,0.044114,0.041835,1.135091,0.028070,0.001510,0.001641,0.001451,0.001506,0.001483,0.000428,0.002455,0.000663,0.001107,0.002467,0.002263,0.028669,384
0.166667,oracle_basin_composer,2,0.916667,0.034077,0.054807,0.864106,0.838421,0.069589,0.152030,0.096072,0.045724,0.111015,0.044365,0.042352,1.137418,0.027680,0.001503,0.001630,0.001373,0.001422,0.001521,0.000442,0.002444,0.000651,0.001112,0.002453,0.002259,0.028423,384
0.166667,oracle_basin_composer,3,0.875000,0.033800,0.054250,0.863637,0.837710,0.069332,0.152610,0.095926,0.045781,0.110871,0.044006,0.041832,1.096279,0.033122,0.001523,0.001617,0.001320,0.001450,0.001519,0.000432,0.002435,0.000654,0.001098,0.002482,0.002286,0.033577,384
0.166667,oracle_basin_composer,4,0.906250,0.033887,0.054295,0.863610,0.838552,0.069334,0.152190,0.096226,0.045751,0.111035,0.044413,0.041502,1.127595,0.029192,0.001527,0.001657,0.001306,0.001480,0.001471,0.000439,0.002456,0.000654,0.001115,0.002526,0.002245,0.029925,384
0.166667,oracle_basin_composer,5,0.906250,0.033480,0.054655,0.862819,0.838194,0.069361,0.152222,0.096273,0.045821,0.110952,0.043705,0.041227,1.127232,0.029192,0.001524,0.001621,0.001426,0.001559,0.001513,0.000434,0.002467,0.000639,0.001097,0.002486,0.002268,0.030198,384
0.166667,oracle_basin_composer,6,0.890625,0.033960,0.054037,0.863628,0.837638,0.069507,0.152585,0.096192,0.045839,0.111142,0.044248,0.042092,1.111543,0.031258,0.001555,0.001698,0.001404,0.001455,0.001503,0.000423,0.002468,0.000642,0.001092,0.002544,0.002340,0.032318,384
0.166667,oracle_basin_composer,7,0.882812,0.033743,0.054285,0.863141,0.837925,0.069441,0.152524,0.096247,0.045573,0.111225,0.043811,0.042242,1.103828,0.032213,0.001497,0.001658,0.001407,0.001506,0.001501,0.000425,0.002497,0.000676,0.001114,0.002469,0.002246,0.032836,384
0.166667,oracle_basin_composer,8,0.890625,0.033756,0.054192,0.863836,0.838450,0.069379,0.152131,0.096079,0.045592,0.110835,0.043999,0.041683,1.112365,0.031258,0.001518,0.001683,0.001341,0.001478,0.001469,0.000414,0.002495,0.000655,0.001118,0.002495,0.002280,0.031719,384
0.166667,oracle_basin_composer,9,0.911458,0.033794,0.053850,0.863744,0.838817,0.069410,0.152404,0.096006,0.045561,0.110716,0.043909,0.041359,1.133493,0.028451,0.001525,0.001651,0.001424,0.001532,0.001511,0.000408,0.002472,0.000664,0.001107,0.002489,0.002305,0.028974,384
0.166667,proposed_energy_landscape_composer_v4_1,0,0.703125,0.120335,0.127741,0.675758,0.656678,0.078400,0.237554,0.128516,0.062858,0.100415,0.188813,0.173774,0.628875,0.045757,0.001848,0.001999,0.001922,0.001873,0.001498,0.000549,0.002576,0.000648,0.001095,0.003083,0.002809,0.046526,384
0.166667,proposed_energy_landscape_composer_v4_1,1,0.656250,0.120487,0.127706,0.674591,0.656379,0.078526,0.237780,0.128701,0.062908,0.099742,0.189505,0.173982,0.581284,0.047568,0.001901,0.001958,0.001774,0.001897,0.001504,0.000524,0.002559,0.000652,0.001087,0.003090,0.002835,0.048170,384
0.166667,proposed_energy_landscape_composer_v4_1,2,0.669271,0.120600,0.127751,0.676109,0.655831,0.078330,0.237520,0.128529,0.062771,0.100089,0.189358,0.174039,0.594829,0.047119,0.001889,0.001998,0.001876,0.001943,0.001492,0.000517,0.002593,0.000639,0.001099,0.003117,0.002873,0.048260,384
0.166667,proposed_energy_landscape_composer_v4_1,3,0.684896,0.120405,0.127917,0.675274,0.657196,0.078328,0.237480,0.128889,0.062683,0.100443,0.189263,0.174318,0.610439,0.046526,0.001878,0.001976,0.001798,0.001870,0.001507,0.000535,0.002583,0.000643,0.001095,0.003106,0.002840,0.047312,384
0.166667,proposed_energy_landscape_composer_v4_1,4,0.682292,0.120698,0.127908,0.675091,0.656093,0.078732,0.237710,0.128800,0.062622,0.100449,0.189209,0.174171,0.606836,0.046629,0.001867,0.001983,0.001896,0.001977,0.001516,0.000550,0.002605,0.000665,0.001088,0.003086,0.002793,0.047198,384
0.166667,proposed_energy_landscape_composer_v4_1,5,0.723958,0.120672,0.128383,0.675905,0.656063,0.078292,0.237651,0.128620,0.062643,0.100312,0.189677,0.174654,0.648926,0.044771,0.001843,0.002009,0.001777,0.001962,0.001476,0.000506,0.002598,0.000672,0.001106,0.003075,0.002819,0.045659,384
0.166667,proposed_energy_landscape_composer_v4_1,6,0.669271,0.120820,0.127426,0.676528,0.656260,0.078187,0.237637,0.128646,0.062601,0.100174,0.189465,0.174176,0.595280,0.047119,0.001856,0.002002,0.001830,0.001924,0.001530,0.000524,0.002548,0.000672,0.001103,0.003057,0.002840,0.048004,384
0.166667,proposed_energy_landscape_composer_v4_1,7,0.695312,0.120785,0.128152,0.676574,0.656318,0.078484,0.237674,0.129133,0.062699,0.100074,0.190273,0.174667,0.620213,0.046097,0.001878,0.002004,0.001812,0.002008,0.001472,0.000509,0.002593,0.000678,0.001106,0.003120,0.002854,0.046903,384
0.166667,proposed_energy_landscape_composer_v4_1,8,0.713542,0.120492,0.128057,0.675641,0.655797,0.078587,0.237504,0.129015,0.062758,0.100594,0.189671,0.174327,0.638221,0.045279,0.001892,0.001983,0.001847,0.001957,0.001478,0.000510,0.002635,0.000669,0.001090,0.003105,0.002836,0.046075,384
0.166667,proposed_energy_landscape_composer_v4_1,9,0.723958,0.120769,0.128199,0.675683,0.656449,0.078451,0.237930,0.128758,0.062570,0.100038,0.189666,0.175104,0.648825,0.044771,0.001857,0.002035,0.001832,0.001934,0.001477,0.000550,0.002613,0.000675,0.001117,0.003114,0.002854,0.045310,384
0.166667,tamp_feasibility_screen,0,0.572917,0.175185,0.174163,0.533071,0.506573,0.082245,0.337841,0.152867,0.070025,0.096693,0.277328,0.255209,0.283928,0.049540,0.002116,0.002218,0.002067,0.002201,0.001478,0.000638,0.002657,0.000656,0.001122,0.003435,0.003139,0.050415,384
0.166667,tamp_feasibility_screen,1,0.651042,0.175709,0.173874,0.532264,0.507000,0.082268,0.338061,0.153084,0.070291,0.096803,0.277701,0.255403,0.361374,0.047736,0.002093,0.002193,0.002151,0.002263,0.001494,0.000654,0.002636,0.000639,0.001120,0.003413,0.003158,0.048741,384
0.166667,tamp_feasibility_screen,2,0.664062,0.175583,0.173900,0.533640,0.506573,0.081988,0.338044,0.152800,0.070234,0.096963,0.277560,0.255617,0.375198,0.047303,0.002111,0.002203,0.002116,0.002197,0.001476,0.000677,0.002645,0.000651,0.001116,0.003496,0.003102,0.048084,384
0.166667,tamp_feasibility_screen,3,0.635417,0.175524,0.174287,0.532255,0.506529,0.082305,0.338170,0.152852,0.070055,0.097194,0.277540,0.255492,0.345534,0.048204,0.002073,0.002236,0.002202,0.002214,0.001497,0.000616,0.002680,0.000650,0.001107,0.003438,0.003144,0.050033,384
0.166667,tamp_feasibility_screen,4,0.601562,0.175871,0.174306,0.532717,0.505989,0.082393,0.338246,0.152537,0.070136,0.096734,0.278123,0.256136,0.311437,0.049032,0.002098,0.002232,0.002179,0.002325,0.001500,0.000645,0.002645,0.000651,0.001134,0.003469,0.003194,0.049258,384
0.166667,tamp_feasibility_screen,5,0.630208,0.175808,0.173904,0.533061,0.507035,0.082263,0.338044,0.152896,0.070240,0.096934,0.277728,0.255904,0.340782,0.048348,0.002126,0.002225,0.002058,0.002317,0.001508,0.000674,0.002652,0.000649,0.001112,0.003492,0.003177,0.049285,384
0.166667,tamp_feasibility_screen,6,0.601562,0.175730,0.173647,0.533839,0.506310,0.082395,0.338238,0.152529,0.069804,0.096904,0.277563,0.255869,0.312671,0.049032,0.002074,0.002194,0.002113,0.002192,0.001505,0.000679,0.002710,0.000665,0.001087,0.003407,0.003112,0.049718,384
0.166667,tamp_feasibility_screen,7,0.614583,0.175890,0.173960,0.532032,0.505872,0.082460,0.337863,0.153069,0.070166,0.096414,0.277862,0.255993,0.324306,0.048743,0.002083,0.002215,0.002117,0.002171,0.001510,0.000666,0.002672,0.000653,0.001099,0.003378,0.003162,0.049818,384
0.166667,tamp_feasibility_screen,8,0.617188,0.175665,0.173726,0.531609,0.506693,0.081989,0.337610,0.153411,0.070379,0.096546,0.277588,0.256022,0.327638,0.048681,0.002105,0.002210,0.002133,0.002273,0.001502,0.000643,0.002667,0.000672,0.001097,0.003436,0.003173,0.049757,384
0.166667,tamp_feasibility_screen,9,0.611979,0.176161,0.173704,0.531518,0.506516,0.082300,0.338260,0.153197,0.070336,0.096929,0.278143,0.255941,0.321520,0.048804,0.002098,0.002245,0.002116,0.002282,0.001493,0.000661,0.002659,0.000661,0.001110,0.003471,0.003165,0.049502,384
0.333333,barrier_certified_energy_composer_v5,0,0.765625,0.073242,0.089689,0.754018,0.732287,0.074719,0.191935,0.117130,0.053056,0.108306,0.109829,0.101797,0.832409,0.042425,0.001445,0.001561,0.001506,0.001594,0.001320,0.000446,0.002504,0.000584,0.000971,0.002411,0.002218,0.043412,384
0.333333,barrier_certified_energy_composer_v5,1,0.776042,0.073894,0.089435,0.753942,0.732089,0.074689,0.191895,0.117582,0.053127,0.108325,0.110078,0.102697,0.842178,0.041753,0.001463,0.001588,0.001511,0.001578,0.001308,0.000443,0.002448,0.000588,0.000958,0.002388,0.002204,0.042072,384
0.333333,barrier_certified_energy_composer_v5,2,0.783854,0.073083,0.089512,0.754312,0.732331,0.075020,0.191477,0.117533,0.052996,0.108026,0.109045,0.101719,0.850727,0.041224,0.001474,0.001613,0.001577,0.001679,0.001319,0.000420,0.002527,0.000585,0.000954,0.002471,0.002217,0.041714,384
0.333333,barrier_certified_energy_composer_v5,3,0.802083,0.073046,0.089564,0.754245,0.732687,0.074690,0.191502,0.117288,0.052968,0.108090,0.109338,0.101766,0.869469,0.039903,0.001466,0.001582,0.001569,0.001669,0.001340,0.000452,0.002451,0.000586,0.000977,0.002439,0.002215,0.040021,384
0.333333,barrier_certified_energy_composer_v5,4,0.781250,0.073213,0.089403,0.754233,0.732653,0.074745,0.191946,0.117400,0.053094,0.108502,0.109522,0.101773,0.848248,0.041402,0.001468,0.001624,0.001536,0.001578,0.001305,0.000453,0.002474,0.000596,0.000981,0.002515,0.002214,0.041757,384
0.333333,barrier_certified_energy_composer_v5,5,0.768229,0.072996,0.089018,0.753359,0.732741,0.075050,0.191598,0.117534,0.052994,0.108358,0.109256,0.101311,0.835289,0.042260,0.001419,0.001529,0.001508,0.001710,0.001310,0.000444,0.002493,0.000593,0.000991,0.002370,0.002161,0.042764,384
0.333333,barrier_certified_energy_composer_v5,6,0.791667,0.073334,0.089421,0.754292,0.732829,0.074805,0.192012,0.117388,0.053287,0.108514,0.110052,0.102051,0.858437,0.040673,0.001462,0.001535,0.001436,0.001622,0.001312,0.000442,0.002508,0.000590,0.000994,0.002423,0.002231,0.041109,384
0.333333,barrier_certified_energy_composer_v5,7,0.770833,0.073197,0.089405,0.753714,0.732580,0.074844,0.191614,0.117565,0.053248,0.108393,0.109706,0.102082,0.837514,0.042093,0.001478,0.001562,0.001561,0.001675,0.001322,0.000442,0.002511,0.000611,0.000984,0.002432,0.002192,0.042792,384
0.333333,barrier_certified_energy_composer_v5,8,0.786458,0.073564,0.089275,0.753711,0.732569,0.074678,0.191823,0.117667,0.053241,0.108367,0.110360,0.101235,0.852997,0.041043,0.001426,0.001566,0.001577,0.001589,0.001299,0.000440,0.002521,0.000593,0.001003,0.002376,0.002130,0.041462,384
0.333333,barrier_certified_energy_composer_v5,9,0.786458,0.073556,0.089270,0.754651,0.732502,0.074543,0.191818,0.117334,0.053100,0.108252,0.109636,0.101943,0.853661,0.041043,0.001484,0.001575,0.001549,0.001705,0.001320,0.000433,0.002533,0.000601,0.001012,0.002453,0.002269,0.041764,384
0.333333,energy_compatibility_heuristic,0,0.572917,0.199240,0.196064,0.512026,0.491828,0.087333,0.309759,0.160488,0.076347,0.094531,0.319376,0.293678,0.230498,0.049540,0.001901,0.002010,0.002045,0.002022,0.001295,0.000534,0.002614,0.000605,0.000995,0.003091,0.002890,0.049984,384
0.333333,energy_compatibility_heuristic,1,0.609375,0.198943,0.196293,0.510979,0.491873,0.087386,0.309600,0.160708,0.076253,0.094364,0.319143,0.293079,0.266682,0.048863,0.001905,0.002038,0.001969,0.002165,0.001321,0.000508,0.002591,0.000589,0.000974,0.003142,0.002882,0.049757,384
0.333333,energy_compatibility_heuristic,2,0.578125,0.199046,0.196319,0.511311,0.492667,0.087492,0.309692,0.160278,0.076337,0.094140,0.319361,0.293381,0.235718,0.049461,0.001918,0.001999,0.001981,0.002070,0.001315,0.000542,0.002558,0.000597,0.000954,0.003129,0.002902,0.050396,384
0.333333,energy_compatibility_heuristic,3,0.606771,0.199313,0.195863,0.512164,0.492770,0.087540,0.309671,0.160336,0.076408,0.093985,0.319531,0.293550,0.264714,0.048921,0.001897,0.002002,0.002047,0.002086,0.001310,0.000541,0.002612,0.000620,0.000990,0.003102,0.002892,0.050186,384
0.333333,energy_compatibility_heuristic,4,0.598958,0.199544,0.196316,0.512271,0.492380,0.087312,0.309732,0.159800,0.075916,0.094277,0.319597,0.293698,0.256927,0.049085,0.001940,0.002062,0.001945,0.002075,0.001334,0.000505,0.002628,0.000597,0.000969,0.003196,0.002938,0.049178,384
0.333333,energy_compatibility_heuristic,5,0.570312,0.199050,0.196283,0.512087,0.493198,0.087331,0.309809,0.160428,0.076550,0.094119,0.319476,0.293403,0.228264,0.049578,0.001903,0.001978,0.002048,0.002173,0.001317,0.000540,0.002613,0.000606,0.000971,0.003088,0.002866,0.050186,384
0.333333,energy_compatibility_heuristic,6,0.627604,0.198758,0.195959,0.512047,0.492511,0.087493,0.309828,0.159709,0.076337,0.094348,0.319329,0.293068,0.286116,0.048417,0.001875,0.001965,0.002032,0.002068,0.001311,0.000528,0.002603,0.000578,0.000973,0.003055,0.002826,0.048859,384
0.333333,energy_compatibility_heuristic,7,0.611979,0.198876,0.196168,0.511610,0.493126,0.087223,0.309650,0.160099,0.076263,0.094085,0.318876,0.293307,0.270474,0.048804,0.001952,0.001991,0.001939,0.002056,0.001316,0.000530,0.002640,0.000586,0.000990,0.003122,0.002891,0.049655,384
0.333333,energy_compatibility_heuristic,8,0.619792,0.199492,0.196347,0.511979,0.492847,0.087381,0.309775,0.160444,0.076227,0.094154,0.319796,0.293720,0.277293,0.048617,0.001905,0.002003,0.002074,0.002029,0.001322,0.000556,0.002604,0.000606,0.000947,0.003083,0.002837,0.049178,384
0.333333,energy_compatibility_heuristic,9,0.580729,0.199343,0.196152,0.512355,0.493052,0.087421,0.310090,0.160482,0.076141,0.094009,0.319576,0.293341,0.238620,0.049419,0.001915,0.002060,0.002022,0.002072,0.001325,0.000522,0.002657,0.000631,0.000986,0.003184,0.002893,0.050236,384
0.333333,option_graph_planner,0,0.416667,0.283539,0.269003,0.366602,0.349066,0.092051,0.163592,0.186591,0.085400,0.089917,0.453933,0.417398,-0.124782,0.049375,0.002224,0.002352,0.002331,0.002391,0.001308,0.000455,0.002719,0.000619,0.000975,0.003645,0.003347,0.050874,384
0.333333,option_graph_planner,1,0.390625,0.284742,0.269276,0.366320,0.349174,0.092105,0.163084,0.186317,0.085395,0.090086,0.454776,0.418487,-0.151955,0.048863,0.002225,0.002349,0.002363,0.002406,0.001323,0.000454,0.002687,0.000602,0.000987,0.003631,0.003355,0.050015,384
0.333333,option_graph_planner,2,0.359375,0.284131,0.269058,0.367427,0.349447,0.092393,0.163189,0.186285,0.085567,0.089666,0.454176,0.418139,-0.182406,0.048054,0.002259,0.002363,0.002211,0.002408,0.001330,0.000447,0.002685,0.000607,0.000941,0.003669,0.003386,0.048700,384
0.333333,option_graph_planner,3,0.401042,0.284516,0.268503,0.366208,0.350141,0.091895,0.163552,0.186061,0.085546,0.089681,0.454094,0.418473,-0.140267,0.049085,0.002198,0.002383,0.002311,0.002333,0.001321,0.000491,0.002696,0.000629,0.000954,0.003616,0.003332,0.050269,384
0.333333,option_graph_planner,4,0.367188,0.283916,0.269322,0.367444,0.349930,0.092143,0.163490,0.186142,0.085494,0.089840,0.454079,0.417684,-0.174237,0.048277,0.002202,0.002359,0.002323,0.002340,0.001298,0.000454,0.002718,0.000598,0.000985,0.003624,0.003333,0.049494,384
0.333333,option_graph_planner,5,0.390625,0.283962,0.269023,0.367130,0.349812,0.091968,0.163603,0.186085,0.085130,0.089893,0.453946,0.417783,-0.150369,0.048863,0.002235,0.002319,0.002264,0.002463,0.001297,0.000469,0.002666,0.000601,0.000997,0.003617,0.003360,0.049657,384
0.333333,option_graph_planner,6,0.364583,0.284407,0.268984,0.367228,0.349928,0.092057,0.163744,0.186400,0.085357,0.090097,0.454343,0.418205,-0.177131,0.048204,0.002249,0.002321,0.002268,0.002309,0.001328,0.000466,0.002682,0.000616,0.001009,0.003639,0.003345,0.049072,384
0.333333,option_graph_planner,7,0.398438,0.284407,0.268669,0.367203,0.350620,0.092256,0.163328,0.186160,0.085411,0.089788,0.454073,0.417717,-0.142781,0.049032,0.002265,0.002334,0.002356,0.002350,0.001347,0.000443,0.002734,0.000603,0.000967,0.003664,0.003360,0.050472,384
0.333333,option_graph_planner,8,0.385417,0.284040,0.269012,0.367669,0.349825,0.091768,0.163149,0.186108,0.085247,0.089759,0.453671,0.417877,-0.155199,0.048743,0.002237,0.002306,0.002241,0.002302,0.001349,0.000448,0.002644,0.000587,0.000970,0.003615,0.003361,0.049873,384
0.333333,option_graph_planner,9,0.367188,0.284538,0.269086,0.366806,0.350684,0.092144,0.163464,0.186572,0.085321,0.090049,0.454615,0.418308,-0.174708,0.048277,0.002235,0.002357,0.002296,0.002413,0.001299,0.000468,0.002729,0.000609,0.000997,0.003616,0.003371,0.049281,384
0.333333,oracle_basin_composer,0,0.916667,0.035996,0.056357,0.861535,0.836282,0.071448,0.152451,0.099199,0.046627,0.112382,0.047395,0.045000,1.128941,0.027680,0.001352,0.001408,0.001425,0.001395,0.001313,0.000440,0.002450,0.000604,0.000977,0.002234,0.002039,0.028017,384
0.333333,oracle_basin_composer,1,0.911458,0.035761,0.056162,0.862516,0.836007,0.071285,0.152599,0.099624,0.046759,0.112480,0.047136,0.044491,1.124146,0.028451,0.001377,0.001423,0.001355,0.001460,0.001300,0.000425,0.002444,0.000602,0.000981,0.002241,0.002041,0.028762,384
0.333333,oracle_basin_composer,2,0.911458,0.035700,0.056507,0.862539,0.836167,0.071231,0.152915,0.099404,0.046483,0.112830,0.047171,0.044759,1.124126,0.028451,0.001315,0.001473,0.001404,0.001380,0.001338,0.000421,0.002480,0.000568,0.000985,0.002225,0.001999,0.028610,384
0.333333,oracle_basin_composer,3,0.911458,0.036202,0.056150,0.862162,0.837309,0.071502,0.152913,0.099079,0.046968,0.112296,0.047659,0.045052,1.123923,0.028451,0.001306,0.001429,0.001376,0.001372,0.001336,0.000448,0.002465,0.000593,0.001014,0.002160,0.002015,0.028758,384
0.333333,oracle_basin_composer,4,0.901042,0.035917,0.056824,0.862060,0.836626,0.071470,0.152527,0.099167,0.046641,0.112305,0.047610,0.045071,1.113235,0.029906,0.001338,0.001390,0.001419,0.001475,0.001322,0.000397,0.002484,0.000594,0.000996,0.002156,0.002024,0.030610,384
0.333333,oracle_basin_composer,5,0.914062,0.035926,0.056689,0.861278,0.836214,0.071397,0.152353,0.099421,0.046568,0.112630,0.047754,0.045040,1.125985,0.028070,0.001318,0.001485,0.001463,0.001478,0.001333,0.000414,0.002471,0.000594,0.000993,0.002267,0.002005,0.028260,384
0.333333,oracle_basin_composer,6,0.929688,0.035972,0.056271,0.862371,0.837235,0.071312,0.152909,0.099227,0.046610,0.112388,0.046919,0.044494,1.142582,0.025606,0.001350,0.001401,0.001389,0.001441,0.001301,0.000462,0.002469,0.000607,0.000983,0.002200,0.002036,0.026506,384
0.333333,oracle_basin_composer,7,0.921875,0.035817,0.056372,0.862265,0.836168,0.071780,0.152697,0.098976,0.046780,0.112757,0.047282,0.044213,1.134042,0.026877,0.001329,0.001437,0.001354,0.001489,0.001321,0.000399,0.002470,0.000607,0.000940,0.002202,0.002005,0.027204,384
0.333333,oracle_basin_composer,8,0.927083,0.036254,0.056454,0.862764,0.837304,0.071166,0.152142,0.098837,0.046489,0.112297,0.047626,0.044990,1.140335,0.026039,0.001357,0.001462,0.001360,0.001490,0.001327,0.000437,0.002474,0.000605,0.000929,0.002239,0.002041,0.026837,384
0.333333,oracle_basin_composer,9,0.890625,0.036060,0.056142,0.862194,0.836768,0.071601,0.152591,0.099406,0.046514,0.112780,0.047088,0.044850,1.103052,0.031258,0.001373,0.001428,0.001380,0.001377,0.001330,0.000422,0.002471,0.000613,0.000962,0.002236,0.002051,0.031298,384
0.333333,proposed_energy_landscape_composer_v4_1,0,0.690104,0.123123,0.131502,0.673208,0.652468,0.080652,0.238802,0.132202,0.063624,0.101578,0.194181,0.178594,0.603474,0.046315,0.001597,0.001723,0.001766,0.001802,0.001329,0.000503,0.002626,0.000597,0.001002,0.002642,0.002453,0.047022,384
0.333333,proposed_energy_landscape_composer_v4_1,1,0.700521,0.122621,0.130993,0.672465,0.654562,0.080413,0.238384,0.132143,0.063547,0.102072,0.192924,0.177693,0.615431,0.045872,0.001661,0.001742,0.001765,0.001839,0.001307,0.000469,0.002583,0.000611,0.000991,0.002738,0.002497,0.046321,384
0.333333,proposed_energy_landscape_composer_v4_1,2,0.682292,0.122856,0.131353,0.673845,0.653943,0.080578,0.238202,0.131976,0.063563,0.101596,0.193991,0.178463,0.596984,0.046629,0.001656,0.001753,0.001803,0.001757,0.001313,0.000451,0.002574,0.000585,0.000962,0.002699,0.002483,0.046763,384
0.333333,proposed_energy_landscape_composer_v4_1,3,0.723958,0.123273,0.130921,0.673380,0.653150,0.080431,0.238851,0.132143,0.063582,0.101737,0.194119,0.178480,0.638148,0.044771,0.001627,0.001693,0.001824,0.001782,0.001328,0.000494,0.002552,0.000598,0.000962,0.002661,0.002478,0.045479,384
0.333333,proposed_energy_landscape_composer_v4_1,4,0.716146,0.122806,0.131094,0.672925,0.653601,0.080610,0.238155,0.132368,0.063544,0.101730,0.193975,0.177784,0.630500,0.045155,0.001616,0.001710,0.001749,0.001761,0.001295,0.000466,0.002530,0.000613,0.000996,0.002652,0.002413,0.045751,384
0.333333,proposed_energy_landscape_composer_v4_1,5,0.705729,0.122767,0.130841,0.672648,0.653878,0.080557,0.238491,0.132236,0.063833,0.102143,0.193727,0.177842,0.620124,0.045640,0.001629,0.001735,0.001766,0.001854,0.001298,0.000489,0.002594,0.000606,0.000985,0.002677,0.002465,0.046131,384
0.333333,proposed_energy_landscape_composer_v4_1,6,0.739583,0.123152,0.130849,0.673240,0.653195,0.080806,0.238348,0.132474,0.063473,0.101833,0.193964,0.178282,0.653543,0.043953,0.001568,0.001708,0.001681,0.001885,0.001329,0.000494,0.002519,0.000569,0.000985,0.002557,0.002374,0.043781,384
0.333333,proposed_energy_landscape_composer_v4_1,7,0.713542,0.123172,0.130670,0.673076,0.653581,0.080534,0.238738,0.131923,0.063811,0.101950,0.193735,0.178631,0.627928,0.045279,0.001649,0.001731,0.001743,0.001797,0.001314,0.000490,0.002613,0.000602,0.000982,0.002690,0.002466,0.045732,384
0.333333,proposed_energy_landscape_composer_v4_1,8,0.671875,0.123177,0.130840,0.673420,0.653713,0.080557,0.238282,0.132243,0.063588,0.101752,0.193558,0.178720,0.586351,0.047024,0.001663,0.001712,0.001700,0.001796,0.001329,0.000481,0.002515,0.000595,0.000995,0.002672,0.002475,0.047163,384
0.333333,proposed_energy_landscape_composer_v4_1,9,0.726562,0.123528,0.130703,0.673038,0.653831,0.080397,0.238078,0.131862,0.063636,0.101916,0.194256,0.178491,0.641109,0.044640,0.001631,0.001731,0.001710,0.001868,0.001349,0.000486,0.002603,0.000608,0.000983,0.002686,0.002454,0.044904,384
0.333333,tamp_feasibility_screen,0,0.557292,0.179256,0.176651,0.530381,0.502873,0.084384,0.339328,0.156215,0.071017,0.098293,0.282778,0.260250,0.255983,0.049746,0.001790,0.001946,0.001933,0.002133,0.001307,0.000569,0.002617,0.000596,0.000960,0.002968,0.002705,0.050658,384
0.333333,tamp_feasibility_screen,1,0.562500,0.179112,0.176846,0.529708,0.502521,0.084376,0.339336,0.156299,0.070968,0.098278,0.282867,0.260457,0.260848,0.049683,0.001828,0.001943,0.002060,0.002028,0.001314,0.000586,0.002640,0.000606,0.000974,0.002995,0.002734,0.051170,384
0.333333,tamp_feasibility_screen,2,0.572917,0.178921,0.177137,0.529561,0.503017,0.084290,0.339175,0.156270,0.071059,0.098558,0.282986,0.260481,0.271329,0.049540,0.001857,0.001927,0.001934,0.002011,0.001302,0.000562,0.002631,0.000616,0.001001,0.002995,0.002769,0.050198,384
0.333333,tamp_feasibility_screen,3,0.609375,0.178822,0.176648,0.529729,0.504147,0.084545,0.338883,0.156256,0.071106,0.098294,0.282736,0.260537,0.308492,0.048863,0.001820,0.001942,0.001882,0.002041,0.001317,0.000547,0.002604,0.000601,0.000978,0.003008,0.002757,0.050063,384
0.333333,tamp_feasibility_screen,4,0.630208,0.178315,0.176938,0.529948,0.502558,0.084395,0.339108,0.156216,0.071206,0.098498,0.282222,0.259551,0.329165,0.048348,0.001836,0.001956,0.001916,0.001985,0.001309,0.000553,0.002597,0.000614,0.000968,0.003036,0.002775,0.049410,384
0.333333,tamp_feasibility_screen,5,0.591146,0.178475,0.176990,0.530586,0.503320,0.084372,0.338900,0.156222,0.071015,0.098826,0.282479,0.259990,0.290442,0.049237,0.001847,0.001897,0.001888,0.002032,0.001300,0.000551,0.002635,0.000570,0.001009,0.002976,0.002772,0.050162,384
0.333333,tamp_feasibility_screen,6,0.593750,0.178634,0.177516,0.529693,0.502763,0.084256,0.339278,0.156271,0.070724,0.098212,0.282814,0.260308,0.292310,0.049188,0.001842,0.001872,0.001990,0.002052,0.001329,0.000560,0.002589,0.000592,0.001009,0.002983,0.002746,0.049896,384
0.333333,tamp_feasibility_screen,7,0.630208,0.178936,0.177181,0.529705,0.503539,0.084212,0.339197,0.156465,0.071010,0.098550,0.283181,0.260450,0.328766,0.048348,0.001837,0.001895,0.001957,0.001998,0.001292,0.000542,0.002653,0.000621,0.000979,0.002977,0.002743,0.049448,384
