method,task,regime,split,mean_success,mean_seam_failure_rate,mean_barrier_violation_rate,mean_basin_alignment,mean_descent_continuity,mean_damage_rate,mean_composition_cost,mean_energy_model_error,mean_risk_calibration_error,mean_abstention_rate,mean_predicted_seam_risk,mean_realized_seam_breach,mean_composition_utility,ci95_success,ci95_seam_failure_rate,ci95_barrier_violation_rate,ci95_basin_alignment,ci95_descent_continuity,ci95_damage_rate,ci95_composition_cost,ci95_energy_model_error,ci95_risk_calibration_error,ci95_abstention_rate,ci95_predicted_seam_risk,ci95_realized_seam_breach,ci95_composition_utility,rows
behavior_cloned_skill_chain,drawer_to_pick_transfer,contact_mode_transition,new_skill_pair,0.400000,0.318400,0.296862,0.286576,0.287711,0.084657,0.103496,0.187621,0.083527,0.079986,0.505814,0.466365,-0.210174,0.108031,0.001067,0.001076,0.002119,0.002221,0.000635,0.000878,0.000962,0.000690,0.000792,0.001434,0.001455,0.108120,80
behavior_cloned_skill_chain,drawer_to_pick_transfer,contact_mode_transition,shifted_objects,0.300000,0.321333,0.298992,0.287387,0.283479,0.085529,0.103481,0.188663,0.083716,0.081577,0.508532,0.469714,-0.317138,0.101054,0.000984,0.001050,0.002016,0.002312,0.000661,0.000893,0.000871,0.000682,0.000817,0.001376,0.001393,0.101293,80
behavior_cloned_skill_chain,drawer_to_pick_transfer,dynamics_mismatch,combined_stress,0.300000,0.348877,0.330034,0.265853,0.246967,0.102289,0.107096,0.216072,0.091087,0.092788,0.556128,0.512706,-0.419670,0.101054,0.000990,0.001232,0.002780,0.002027,0.000656,0.000791,0.000929,0.000725,0.000858,0.001553,0.001411,0.101003,80
behavior_cloned_skill_chain,drawer_to_pick_transfer,dynamics_mismatch,in_distribution,0.400000,0.321335,0.303468,0.286362,0.283160,0.089979,0.102031,0.201773,0.085075,0.081589,0.512320,0.472591,-0.232281,0.108031,0.001274,0.001123,0.002128,0.001885,0.000619,0.000845,0.000890,0.000652,0.000897,0.001690,0.001444,0.108355,80
behavior_cloned_skill_chain,drawer_to_pick_transfer,dynamics_mismatch,long_horizon_chain,0.237500,0.336880,0.320330,0.278288,0.257026,0.096583,0.105614,0.207822,0.088915,0.089273,0.538033,0.495973,-0.445535,0.093841,0.000998,0.001254,0.002346,0.002078,0.000694,0.000899,0.000831,0.000611,0.000896,0.001549,0.001485,0.093720,80
behavior_cloned_skill_chain,drawer_to_pick_transfer,dynamics_mismatch,new_skill_pair,0.337500,0.332250,0.312441,0.278257,0.272446,0.093750,0.103692,0.206547,0.086076,0.085253,0.527501,0.487522,-0.324633,0.104273,0.001170,0.000850,0.002318,0.002137,0.000602,0.000947,0.000947,0.000678,0.000779,0.001487,0.001420,0.104282,80
behavior_cloned_skill_chain,drawer_to_pick_transfer,dynamics_mismatch,shifted_objects,0.287500,0.334805,0.315741,0.275382,0.267149,0.095750,0.104037,0.208555,0.087751,0.086516,0.533125,0.491364,-0.386032,0.099805,0.001116,0.001016,0.002456,0.001816,0.000699,0.000836,0.000947,0.000700,0.000881,0.001362,0.001560,0.099901,80
behavior_cloned_skill_chain,drawer_to_pick_transfer,high_barrier,combined_stress,0.350000,0.320235,0.309508,0.294295,0.260013,0.089251,0.105960,0.178500,0.085663,0.083928,0.515717,0.473615,-0.280240,0.105180,0.001088,0.001146,0.002136,0.002387,0.000607,0.000835,0.000950,0.000617,0.000753,0.001424,0.001319,0.105285,80
behavior_cloned_skill_chain,drawer_to_pick_transfer,high_barrier,in_distribution,0.537500,0.292829,0.282401,0.315792,0.298338,0.076661,0.100819,0.164595,0.079024,0.071827,0.470632,0.432803,-0.003530,0.109948,0.001054,0.001020,0.001987,0.002339,0.000641,0.001011,0.000962,0.000611,0.000869,0.001385,0.001521,0.109982,80
behavior_cloned_skill_chain,drawer_to_pick_transfer,high_barrier,long_horizon_chain,0.387500,0.309034,0.299909,0.307986,0.269583,0.084341,0.105112,0.169935,0.083344,0.080986,0.497759,0.457450,-0.207471,0.107431,0.000942,0.001135,0.002521,0.002103,0.000677,0.000833,0.000965,0.000616,0.000906,0.001448,0.001564,0.107658,80
behavior_cloned_skill_chain,drawer_to_pick_transfer,high_barrier,new_skill_pair,0.412500,0.303755,0.292180,0.309222,0.284377,0.081839,0.102298,0.169698,0.081856,0.076049,0.487608,0.448389,-0.162070,0.108557,0.001145,0.001112,0.002132,0.002525,0.000670,0.000904,0.000881,0.000659,0.000822,0.001423,0.001489,0.107869,80
behavior_cloned_skill_chain,drawer_to_pick_transfer,high_barrier,shifted_objects,0.325000,0.307347,0.294949,0.304087,0.280094,0.082658,0.102934,0.172289,0.081417,0.076945,0.491900,0.453619,-0.259831,0.103285,0.001184,0.001008,0.001979,0.002265,0.000600,0.000974,0.000931,0.000540,0.000900,0.001413,0.001508,0.103521,80
behavior_cloned_skill_chain,drawer_to_pick_transfer,narrow_basin,combined_stress,0.400000,0.303768,0.275759,0.304459,0.299459,0.073247,0.103519,0.169893,0.080214,0.074972,0.477984,0.440595,-0.149094,0.108031,0.001147,0.001151,0.002204,0.002406,0.000661,0.000809,0.000863,0.000637,0.000891,0.001537,0.001511,0.108293,80
behavior_cloned_skill_chain,drawer_to_pick_transfer,narrow_basin,in_distribution,0.575000,0.275970,0.249106,0.325887,0.336103,0.061023,0.097503,0.155219,0.073855,0.062631,0.433609,0.400074,0.114716,0.109011,0.001164,0.001083,0.002396,0.002157,0.000616,0.000846,0.000906,0.000633,0.001008,0.001380,0.001469,0.109067,80
behavior_cloned_skill_chain,drawer_to_pick_transfer,narrow_basin,long_horizon_chain,0.375000,0.291171,0.265310,0.318681,0.310654,0.068768,0.102423,0.162152,0.078302,0.071866,0.458927,0.423314,-0.137257,0.106757,0.001211,0.001163,0.002014,0.002191,0.000705,0.000731,0.000901,0.000719,0.000817,0.001717,0.001569,0.106793,80
behavior_cloned_skill_chain,drawer_to_pick_transfer,narrow_basin,new_skill_pair,0.362500,0.286350,0.258715,0.317334,0.325460,0.065743,0.099293,0.160616,0.076251,0.068118,0.449437,0.415496,-0.130145,0.106008,0.000966,0.001181,0.002080,0.001959,0.000684,0.000869,0.000913,0.000624,0.000840,0.001318,0.001490,0.106051,80
behavior_cloned_skill_chain,drawer_to_pick_transfer,narrow_basin,shifted_objects,0.462500,0.289262,0.262442,0.313860,0.318903,0.067498,0.101200,0.162852,0.076734,0.068412,0.455173,0.420367,-0.042212,0.109948,0.001070,0.001036,0.002091,0.002217,0.000547,0.000748,0.000834,0.000545,0.000982,0.001541,0.001423,0.110194,80
behavior_cloned_skill_chain,drawer_to_pick_transfer,nominal,combined_stress,0.337500,0.267888,0.249188,0.342839,0.319187,0.061746,0.101816,0.148187,0.074200,0.064006,0.426242,0.392616,-0.114446,0.104273,0.001142,0.001050,0.002126,0.001949,0.000695,0.000975,0.000915,0.000590,0.000905,0.001472,0.001526,0.104115,80
behavior_cloned_skill_chain,drawer_to_pick_transfer,nominal,in_distribution,0.662500,0.240268,0.224388,0.362975,0.354584,0.049912,0.095940,0.133366,0.067991,0.052547,0.382803,0.351720,0.296362,0.104273,0.001096,0.001239,0.001802,0.002097,0.000676,0.000937,0.000899,0.000655,0.000926,0.001357,0.001462,0.104123,80
behavior_cloned_skill_chain,drawer_to_pick_transfer,nominal,long_horizon_chain,0.500000,0.256486,0.239604,0.355195,0.329118,0.056844,0.100575,0.139718,0.072103,0.059255,0.408282,0.376047,0.083442,0.110259,0.001173,0.001127,0.002046,0.002172,0.000611,0.000853,0.000982,0.000720,0.001007,0.001569,0.001570,0.110438,80
behavior_cloned_skill_chain,drawer_to_pick_transfer,nominal,new_skill_pair,0.675000,0.251898,0.232671,0.354875,0.341303,0.054384,0.098573,0.139417,0.070737,0.056368,0.400079,0.367830,0.275743,0.103285,0.001091,0.000987,0.002042,0.002288,0.000677,0.000904,0.001028,0.000638,0.000794,0.001549,0.001555,0.103532,80
behavior_cloned_skill_chain,drawer_to_pick_transfer,nominal,shifted_objects,0.525000,0.254701,0.236192,0.354232,0.342430,0.055489,0.098605,0.141056,0.071233,0.058138,0.404966,0.371964,0.118091,0.110121,0.001033,0.001122,0.002308,0.002020,0.000644,0.000826,0.001026,0.000685,0.000842,0.001308,0.001530,0.109937,80
behavior_cloned_skill_chain,drawer_to_pick_transfer,nonconvex_energy,combined_stress,0.325000,0.337933,0.309569,0.270232,0.271540,0.089348,0.105776,0.209171,0.088239,0.087505,0.532516,0.491322,-0.341255,0.103285,0.001096,0.000913,0.002482,0.002199,0.000618,0.000765,0.000895,0.000602,0.000907,0.001462,0.001635,0.103160,80
behavior_cloned_skill_chain,drawer_to_pick_transfer,nonconvex_energy,in_distribution,0.537500,0.311169,0.282469,0.291118,0.306935,0.076742,0.100214,0.193129,0.081904,0.075795,0.489281,0.452145,-0.040185,0.109948,0.001046,0.001046,0.001960,0.002427,0.000674,0.000860,0.000947,0.000667,0.001001,0.001488,0.001621,0.110158,80
behavior_cloned_skill_chain,drawer_to_pick_transfer,nonconvex_energy,long_horizon_chain,0.337500,0.325530,0.298974,0.283448,0.281108,0.084613,0.104095,0.199256,0.085375,0.083349,0.513711,0.475633,-0.290589,0.104273,0.001085,0.001049,0.002055,0.002237,0.000718,0.000742,0.001040,0.000567,0.000932,0.001646,0.001361,0.104508,80
behavior_cloned_skill_chain,drawer_to_pick_transfer,nonconvex_energy,new_skill_pair,0.437500,0.320767,0.291874,0.281760,0.296481,0.080500,0.102002,0.199207,0.084045,0.080020,0.505360,0.466353,-0.170902,0.109394,0.001025,0.001178,0.002205,0.002352,0.000623,0.000784,0.000892,0.000634,0.000919,0.001546,0.001604,0.109386,80
behavior_cloned_skill_chain,drawer_to_pick_transfer,nonconvex_energy,shifted_objects,0.425000,0.323798,0.294147,0.282998,0.291201,0.082479,0.102417,0.200217,0.084479,0.081209,0.509450,0.470169,-0.191990,0.109011,0.001122,0.001042,0.002281,0.002441,0.000672,0.000893,0.000979,0.000646,0.000948,0.001574,0.001580,0.108883,80
behavior_cloned_skill_chain,drawer_to_pick_transfer,partial_observability,combined_stress,0.337500,0.330357,0.305646,0.279390,0.273636,0.090079,0.104364,0.199396,0.086770,0.085167,0.522924,0.483049,-0.310177,0.104273,0.001092,0.001179,0.001921,0.002367,0.000614,0.000940,0.000935,0.000673,0.000822,0.001463,0.001533,0.104379,80
behavior_cloned_skill_chain,drawer_to_pick_transfer,partial_observability,in_distribution,0.500000,0.303814,0.279142,0.298495,0.308000,0.077252,0.101030,0.184825,0.080748,0.073028,0.480146,0.443158,-0.061758,0.110259,0.001151,0.001127,0.002181,0.001873,0.000629,0.000833,0.000774,0.000737,0.000819,0.001765,0.001554,0.110356,80
behavior_cloned_skill_chain,drawer_to_pick_transfer,partial_observability,long_horizon_chain,0.400000,0.317633,0.295903,0.291199,0.278651,0.085177,0.105441,0.190271,0.084408,0.080552,0.504841,0.464312,-0.212737,0.108031,0.001026,0.001076,0.001914,0.002031,0.000702,0.000859,0.001018,0.000617,0.000750,0.001494,0.001502,0.108291,80
behavior_cloned_skill_chain,drawer_to_pick_transfer,partial_observability,new_skill_pair,0.312500,0.313781,0.287829,0.291252,0.296623,0.081756,0.102329,0.190286,0.082645,0.078304,0.495261,0.457916,-0.279711,0.102212,0.001227,0.001182,0.001969,0.002339,0.000711,0.000851,0.000847,0.000674,0.000868,0.001803,0.001785,0.102142,80
behavior_cloned_skill_chain,drawer_to_pick_transfer,partial_observability,shifted_objects,0.387500,0.316771,0.291517,0.288365,0.293027,0.082947,0.102081,0.192775,0.083184,0.079026,0.500729,0.461734,-0.214910,0.107431,0.001235,0.001069,0.002147,0.002104,0.000613,0.000806,0.000835,0.000775,0.000980,0.001595,0.001464,0.107336,80
behavior_cloned_skill_chain,mobile_push_then_grasp,combined_seam_stress,combined_stress,0.225000,0.379542,0.364381,0.236392,0.216058,0.117942,0.108513,0.246960,0.098259,0.106143,0.607621,0.559553,-0.603681,0.092084,0.001074,0.000930,0.002255,0.002519,0.000661,0.000856,0.000902,0.000776,0.000834,0.001442,0.001479,0.092132,80
behavior_cloned_skill_chain,mobile_push_then_grasp,combined_seam_stress,in_distribution,0.387500,0.365789,0.345862,0.240738,0.246533,0.108952,0.104611,0.235461,0.093201,0.097676,0.582782,0.537813,-0.384653,0.107431,0.001064,0.000970,0.002670,0.002450,0.000666,0.000953,0.000959,0.000645,0.000809,0.001500,0.001506,0.107336,80
behavior_cloned_skill_chain,mobile_push_then_grasp,combined_seam_stress,long_horizon_chain,0.225000,0.378470,0.360210,0.236819,0.219365,0.115677,0.109294,0.240942,0.097223,0.104669,0.604676,0.557116,-0.592531,0.092084,0.001090,0.001031,0.002251,0.002276,0.000629,0.000773,0.000743,0.000647,0.000921,0.001556,0.001437,0.092254,80
behavior_cloned_skill_chain,mobile_push_then_grasp,combined_seam_stress,new_skill_pair,0.237500,0.371675,0.353510,0.237992,0.234855,0.112519,0.106614,0.240126,0.095331,0.100313,0.592884,0.546505,-0.557989,0.093841,0.001133,0.000990,0.002318,0.002273,0.000724,0.000936,0.001030,0.000673,0.000892,0.001472,0.001719,0.093565,80
behavior_cloned_skill_chain,mobile_push_then_grasp,combined_seam_stress,shifted_objects,0.312500,0.375408,0.355838,0.236997,0.229246,0.113820,0.106627,0.241385,0.095894,0.101726,0.598317,0.552142,-0.492434,0.102212,0.001104,0.001149,0.002380,0.002026,0.000633,0.000872,0.001027,0.000638,0.000821,0.001625,0.001387,0.102254,80
behavior_cloned_skill_chain,mobile_push_then_grasp,contact_mode_transition,combined_stress,0.362500,0.336001,0.316445,0.275858,0.262964,0.093140,0.106692,0.197183,0.088563,0.088543,0.535874,0.492734,-0.307077,0.106008,0.000999,0.001017,0.002381,0.002012,0.000729,0.000875,0.001009,0.000636,0.000863,0.001389,0.001484,0.106066,80
behavior_cloned_skill_chain,mobile_push_then_grasp,contact_mode_transition,in_distribution,0.450000,0.307856,0.289877,0.296255,0.295414,0.081614,0.101353,0.181738,0.082383,0.076410,0.490465,0.452646,-0.132656,0.109706,0.001082,0.001064,0.002083,0.002083,0.000691,0.000795,0.000830,0.000590,0.000929,0.001618,0.001292,0.109545,80
behavior_cloned_skill_chain,mobile_push_then_grasp,contact_mode_transition,long_horizon_chain,0.400000,0.323898,0.306134,0.288443,0.269219,0.088870,0.105175,0.187411,0.085747,0.084755,0.516458,0.476162,-0.233684,0.108031,0.001137,0.001051,0.002361,0.002116,0.000644,0.000807,0.001008,0.000675,0.000936,0.001606,0.001614,0.108320,80
behavior_cloned_skill_chain,mobile_push_then_grasp,contact_mode_transition,new_skill_pair,0.425000,0.319017,0.298388,0.289162,0.285159,0.084939,0.103600,0.187331,0.083830,0.080712,0.507078,0.467866,-0.187352,0.109011,0.001071,0.001042,0.001942,0.002165,0.000670,0.000920,0.000954,0.000567,0.000779,0.001312,0.001471,0.109290,80
behavior_cloned_skill_chain,mobile_push_then_grasp,contact_mode_transition,shifted_objects,0.325000,0.322317,0.301566,0.285810,0.281598,0.087019,0.103742,0.190065,0.084855,0.082578,0.512696,0.472657,-0.299099,0.103285,0.001151,0.001068,0.002204,0.002168,0.000586,0.000963,0.000846,0.000620,0.001012,0.001595,0.001458,0.103637,80
behavior_cloned_skill_chain,mobile_push_then_grasp,dynamics_mismatch,combined_stress,0.337500,0.349503,0.332711,0.262952,0.247084,0.103438,0.107520,0.215712,0.091332,0.093922,0.558725,0.515090,-0.387161,0.104273,0.001206,0.001096,0.002439,0.002310,0.000631,0.000958,0.001011,0.000661,0.000743,0.001606,0.001537,0.104030,80
behavior_cloned_skill_chain,mobile_push_then_grasp,dynamics_mismatch,in_distribution,0.462500,0.322603,0.306648,0.285286,0.281957,0.090894,0.102365,0.201718,0.085764,0.082677,0.514443,0.474732,-0.175669,0.109948,0.001078,0.000924,0.002074,0.002339,0.000662,0.000837,0.000964,0.000575,0.000900,0.001355,0.001420,0.110273,80
behavior_cloned_skill_chain,mobile_push_then_grasp,dynamics_mismatch,long_horizon_chain,0.337500,0.337114,0.322653,0.277270,0.255053,0.097784,0.106272,0.207229,0.089289,0.090032,0.539443,0.497553,-0.349918,0.104273,0.000956,0.001035,0.002478,0.002334,0.000698,0.000880,0.000899,0.000647,0.000789,0.001381,0.001132,0.103864,80
behavior_cloned_skill_chain,mobile_push_then_grasp,dynamics_mismatch,new_skill_pair,0.287500,0.331961,0.314631,0.276205,0.270531,0.095422,0.103290,0.207168,0.087769,0.086728,0.529391,0.488035,-0.380342,0.099805,0.001171,0.000909,0.002285,0.001930,0.000597,0.001003,0.000845,0.000643,0.000889,0.001615,0.001536,0.099880,80
behavior_cloned_skill_chain,mobile_push_then_grasp,dynamics_mismatch,shifted_objects,0.312500,0.336206,0.318043,0.273371,0.263986,0.097006,0.103934,0.209211,0.088352,0.088101,0.536277,0.494903,-0.367755,0.102212,0.000984,0.001249,0.001974,0.002127,0.000649,0.000845,0.000932,0.000642,0.000955,0.001502,0.001379,0.101890,80
behavior_cloned_skill_chain,mobile_push_then_grasp,high_barrier,combined_stress,0.325000,0.322886,0.311632,0.296230,0.258071,0.089877,0.106684,0.178687,0.085735,0.085532,0.518574,0.478202,-0.310455,0.103285,0.001113,0.001004,0.002184,0.002305,0.000586,0.000890,0.000856,0.000704,0.000863,0.001690,0.001579,0.103481,80
behavior_cloned_skill_chain,mobile_push_then_grasp,high_barrier,in_distribution,0.487500,0.294801,0.285922,0.313491,0.295364,0.077835,0.100980,0.165251,0.080298,0.073638,0.474215,0.436803,-0.062156,0.110224,0.001237,0.001092,0.002276,0.002466,0.000690,0.000964,0.000961,0.000697,0.000841,0.001562,0.001597,0.110113,80
behavior_cloned_skill_chain,mobile_push_then_grasp,high_barrier,long_horizon_chain,0.362500,0.308755,0.302073,0.308092,0.266223,0.084894,0.105601,0.170646,0.083510,0.081175,0.499021,0.458423,-0.236057,0.106008,0.001124,0.001207,0.002161,0.002206,0.000713,0.000880,0.000900,0.000589,0.000833,0.001454,0.001399,0.106234,80
behavior_cloned_skill_chain,mobile_push_then_grasp,high_barrier,new_skill_pair,0.237500,0.304638,0.295150,0.306116,0.283802,0.082119,0.102697,0.171085,0.080701,0.077162,0.489109,0.451249,-0.342007,0.093841,0.001098,0.001014,0.001993,0.002173,0.000575,0.000795,0.000897,0.000677,0.000974,0.001349,0.001544,0.093515,80
behavior_cloned_skill_chain,mobile_push_then_grasp,high_barrier,shifted_objects,0.325000,0.307226,0.297509,0.304148,0.277289,0.083965,0.102971,0.172301,0.082108,0.079280,0.494315,0.455126,-0.264695,0.103285,0.001106,0.001155,0.002242,0.002335,0.000549,0.000883,0.001048,0.000698,0.000902,0.001321,0.001531,0.103149,80
behavior_cloned_skill_chain,mobile_push_then_grasp,narrow_basin,combined_stress,0.275000,0.304526,0.277067,0.301819,0.299754,0.074659,0.103805,0.170198,0.081009,0.075509,0.479867,0.443545,-0.278670,0.098464,0.000961,0.001189,0.002234,0.002113,0.000647,0.000803,0.001097,0.000601,0.000819,0.001416,0.001157,0.098276,80
behavior_cloned_skill_chain,mobile_push_then_grasp,narrow_basin,in_distribution,0.537500,0.277060,0.250924,0.322930,0.335122,0.062527,0.098584,0.156540,0.074915,0.064967,0.436173,0.402539,0.070236,0.109948,0.001273,0.000996,0.001958,0.002411,0.000755,0.000894,0.000945,0.000591,0.000881,0.001665,0.001570,0.109718,80
behavior_cloned_skill_chain,mobile_push_then_grasp,narrow_basin,long_horizon_chain,0.487500,0.291957,0.266863,0.315449,0.305541,0.069991,0.102891,0.162505,0.079092,0.072945,0.460704,0.425247,-0.031228,0.110224,0.001018,0.001108,0.002131,0.002487,0.000600,0.000866,0.000901,0.000661,0.000875,0.001448,0.001458,0.110312,80
behavior_cloned_skill_chain,mobile_push_then_grasp,narrow_basin,new_skill_pair,0.500000,0.287014,0.259521,0.313578,0.323372,0.066280,0.100772,0.161514,0.077239,0.068511,0.450930,0.416795,0.002475,0.110259,0.001045,0.001091,0.002294,0.002287,0.000716,0.000889,0.000911,0.000564,0.001021,0.001650,0.001496,0.110146,80
behavior_cloned_skill_chain,mobile_push_then_grasp,narrow_basin,shifted_objects,0.487500,0.289831,0.262729,0.313838,0.319958,0.067578,0.099993,0.163494,0.078099,0.070517,0.456195,0.420849,-0.018812,0.110224,0.001108,0.000953,0.002123,0.002296,0.000624,0.000883,0.000937,0.000624,0.000910,0.001576,0.001491,0.110654,80
behavior_cloned_skill_chain,mobile_push_then_grasp,nominal,combined_stress,0.450000,0.269051,0.252642,0.342020,0.317841,0.063338,0.101841,0.148198,0.074907,0.065433,0.428810,0.395211,-0.008630,0.109706,0.001120,0.001160,0.002379,0.002090,0.000721,0.000860,0.000917,0.000619,0.000996,0.001503,0.001494,0.109398,80
behavior_cloned_skill_chain,mobile_push_then_grasp,nominal,in_distribution,0.550000,0.241159,0.225504,0.363736,0.352167,0.050428,0.097228,0.134306,0.068899,0.054207,0.384379,0.354331,0.179659,0.109706,0.001047,0.001208,0.002240,0.002066,0.000735,0.000811,0.000993,0.000664,0.000868,0.001558,0.001530,0.109436,80
behavior_cloned_skill_chain,mobile_push_then_grasp,nominal,long_horizon_chain,0.562500,0.257517,0.241923,0.354046,0.324283,0.057816,0.100853,0.140121,0.072937,0.060991,0.411032,0.378889,0.139470,0.109394,0.001303,0.001115,0.002150,0.002145,0.000676,0.000846,0.000941,0.000754,0.000914,0.001549,0.001663,0.109363,80
behavior_cloned_skill_chain,mobile_push_then_grasp,nominal,new_skill_pair,0.475000,0.252871,0.235686,0.355430,0.342048,0.055444,0.097397,0.139353,0.071363,0.057161,0.402568,0.371008,0.071616,0.110121,0.001084,0.001190,0.002052,0.002050,0.000653,0.000873,0.000981,0.000561,0.000964,0.001560,0.001470,0.110147,80
behavior_cloned_skill_chain,mobile_push_then_grasp,nominal,shifted_objects,0.500000,0.255190,0.237771,0.354967,0.337052,0.056200,0.097294,0.140204,0.071511,0.058758,0.405885,0.374161,0.089872,0.110259,0.001312,0.001139,0.002368,0.002142,0.000702,0.000927,0.000922,0.000658,0.000905,0.001735,0.001695,0.110363,80
behavior_cloned_skill_chain,mobile_push_then_grasp,nonconvex_energy,combined_stress,0.350000,0.339113,0.310824,0.269486,0.270822,0.089484,0.106344,0.208441,0.088796,0.088350,0.534740,0.494327,-0.319099,0.105180,0.001164,0.001257,0.002225,0.002418,0.000667,0.000852,0.000810,0.000656,0.000901,0.001556,0.001658,0.104971,80
behavior_cloned_skill_chain,mobile_push_then_grasp,nonconvex_energy,in_distribution,0.512500,0.311890,0.283662,0.291186,0.303881,0.077910,0.100875,0.193880,0.082241,0.076711,0.490991,0.453012,-0.069659,0.110224,0.001152,0.001092,0.002075,0.002316,0.000552,0.000881,0.001017,0.000616,0.000869,0.001760,0.001455,0.110202,80
behavior_cloned_skill_chain,mobile_push_then_grasp,nonconvex_energy,long_horizon_chain,0.325000,0.327871,0.300992,0.283483,0.277703,0.085754,0.105639,0.199555,0.086173,0.084921,0.518575,0.478057,-0.310083,0.103285,0.001096,0.001018,0.002245,0.002198,0.000683,0.000853,0.001020,0.000681,0.000892,0.001443,0.001609,0.103173,80
behavior_cloned_skill_chain,mobile_push_then_grasp,nonconvex_energy,new_skill_pair,0.337500,0.320902,0.292958,0.282375,0.294728,0.082056,0.101704,0.198653,0.084484,0.080517,0.506129,0.466822,-0.273743,0.104273,0.001195,0.001133,0.002160,0.002155,0.000613,0.000779,0.000921,0.000680,0.000892,0.001523,0.001348,0.104382,80
behavior_cloned_skill_chain,mobile_push_then_grasp,nonconvex_energy,shifted_objects,0.412500,0.326044,0.296184,0.277599,0.289958,0.083509,0.103891,0.201810,0.085006,0.082182,0.513180,0.473622,-0.212686,0.108557,0.001133,0.001069,0.002126,0.002000,0.000650,0.000968,0.001000,0.000559,0.000890,0.001498,0.001605,0.108657,80
behavior_cloned_skill_chain,mobile_push_then_grasp,partial_observability,combined_stress,0.287500,0.331580,0.308731,0.279548,0.269901,0.091138,0.105500,0.198886,0.086939,0.086253,0.525791,0.485543,-0.366148,0.099805,0.001033,0.001034,0.002230,0.002361,0.000648,0.000802,0.000960,0.000687,0.000834,0.001463,0.001445,0.099808,80
behavior_cloned_skill_chain,mobile_push_then_grasp,partial_observability,in_distribution,0.437500,0.304682,0.282355,0.298649,0.306584,0.078384,0.100724,0.185631,0.081262,0.074741,0.483148,0.446206,-0.130003,0.109394,0.001112,0.001094,0.002213,0.001952,0.000702,0.000692,0.000938,0.000744,0.000806,0.001808,0.001516,0.109432,80
behavior_cloned_skill_chain,mobile_push_then_grasp,partial_observability,long_horizon_chain,0.250000,0.319130,0.298397,0.292255,0.280642,0.085682,0.103651,0.190656,0.084579,0.082873,0.506200,0.467906,-0.365926,0.095487,0.001070,0.000980,0.002048,0.002204,0.000718,0.000868,0.000905,0.000650,0.000945,0.001432,0.001443,0.095432,80
behavior_cloned_skill_chain,mobile_push_then_grasp,partial_observability,new_skill_pair,0.375000,0.315195,0.290248,0.289583,0.295319,0.082947,0.101896,0.190731,0.083208,0.079922,0.498499,0.459332,-0.223152,0.106757,0.001105,0.001124,0.002358,0.002080,0.000675,0.000870,0.000904,0.000736,0.000878,0.001575,0.001453,0.106863,80
behavior_cloned_skill_chain,mobile_push_then_grasp,partial_observability,shifted_objects,0.500000,0.317163,0.294562,0.288835,0.292850,0.083980,0.102831,0.192629,0.084444,0.080386,0.503387,0.463615,-0.107210,0.110259,0.001163,0.001044,0.002074,0.002334,0.000610,0.000971,0.000890,0.000725,0.000898,0.001584,0.001565,0.110499,80
behavior_cloned_skill_chain,peg_place_regrasp,combined_seam_stress,combined_stress,0.250000,0.376933,0.361539,0.237632,0.216046,0.117244,0.109123,0.246552,0.097438,0.103718,0.603511,0.556003,-0.572140,0.095487,0.000931,0.001158,0.002009,0.001988,0.000618,0.000767,0.000909,0.000676,0.000832,0.001392,0.001333,0.095252,80
behavior_cloned_skill_chain,peg_place_regrasp,combined_seam_stress,in_distribution,0.325000,0.364768,0.341706,0.241641,0.246366,0.107509,0.104145,0.234918,0.092468,0.095835,0.579659,0.534323,-0.440106,0.103285,0.001010,0.001037,0.002424,0.002437,0.000635,0.000826,0.000972,0.000725,0.000845,0.001596,0.001341,0.103532,80
behavior_cloned_skill_chain,peg_place_regrasp,combined_seam_stress,long_horizon_chain,0.225000,0.375751,0.357398,0.240608,0.222536,0.113242,0.108730,0.239825,0.096190,0.102741,0.599807,0.553816,-0.581860,0.092084,0.001117,0.001110,0.001924,0.002215,0.000664,0.000882,0.000931,0.000657,0.000708,0.001636,0.001493,0.092052,80
behavior_cloned_skill_chain,peg_place_regrasp,combined_seam_stress,new_skill_pair,0.275000,0.368210,0.348383,0.242380,0.237339,0.111495,0.105892,0.238810,0.094520,0.098518,0.586670,0.540591,-0.508704,0.098464,0.001133,0.000946,0.002219,0.002390,0.000645,0.000918,0.000884,0.000660,0.000998,0.001431,0.001472,0.098322,80
behavior_cloned_skill_chain,peg_place_regrasp,combined_seam_stress,shifted_objects,0.337500,0.371420,0.352204,0.240782,0.234042,0.112032,0.107363,0.240323,0.095869,0.099108,0.592001,0.546093,-0.455954,0.104273,0.001197,0.001126,0.002054,0.002203,0.000646,0.001053,0.001025,0.000582,0.000911,0.001595,0.001558,0.104243,80
behavior_cloned_skill_chain,peg_place_regrasp,contact_mode_transition,combined_stress,0.287500,0.333935,0.312461,0.275769,0.264090,0.091533,0.106330,0.196374,0.087096,0.086842,0.529654,0.489391,-0.373586,0.099805,0.001130,0.001165,0.002323,0.002482,0.000650,0.000799,0.000885,0.000635,0.000880,0.001486,0.001577,0.099804,80
